date,theme_name,grade,avg_rsi,total_trade_value,avg_disparity_20,total_sm_flow,avg_macd_hist,vol_ma20,volume_spike,prev_macd_hist,macd_improving,next_grade,target
2024-05-02,2차전지,6등급,46.41954545454546,621784244727.0,100.14033654882657,0.0,304.83363636363634,1046372998921.85,0.5942281054343594,224.8531818181818,1,6등급,0
2024-05-03,2차전지,6등급,46.07590909090909,666811112586.0,100.11440701431702,0.0,297.36,1017418776963.3,0.6553949344007959,304.83363636363634,0,6등급,0
2024-05-07,2차전지,6등급,46.724545454545456,660574169212.0,100.67825054633262,0.0,259.0163636363636,927398920380.6,0.7122869724076275,297.36,0,6등급,0
2024-05-10,2차전지,6등급,46.66409090909091,589669588441.0,100.50158783063904,0.0,234.07772727272726,780546515814.75,0.7554573321302845,292.1440909090909,0,6등급,0
2024-05-13,2차전지,6등급,44.322272727272725,622799599576.0,99.14210798529021,0.0,157.62727272727273,765253165080.65,0.8138477931161031,234.07772727272726,0,6등급,0
2024-05-14,2차전지,6등급,45.63409090909091,755070028327.0,100.33256589192916,0.0,162.99272727272728,750236547308.6,1.0064426093819872,157.62727272727273,1,2등급,1
2024-06-12,2차전지,6등급,52.592727272727274,762080830782.0,102.37323260152692,0.0,606.5890909090909,864430147717.0,0.8815990890584864,602.3790909090909,1,6등급,0
2024-06-13,2차전지,6등급,52.11545454545455,1403300522323.0,102.52010440227912,0.0,643.5722727272728,871394209277.3,1.6104083632674608,606.5890909090909,1,6등급,0
2024-06-14,2차전지,6등급,47.90318181818182,1094025508753.0,100.05793919498647,0.0,515.1209090909091,903805733977.1,1.2104653330078559,643.5722727272728,0,6등급,0
2024-06-17,2차전지,6등급,45.64181818181818,858230600259.0,98.70525605971343,0.0,257.76181818181817,914882426270.2,0.9380774792645667,515.1209090909091,0,6등급,0
2024-06-18,2차전지,6등급,44.53409090909091,821484610699.0,97.97537922377718,0.0,-28.179545454545455,924304837070.35,0.8887593981469945,257.76181818181817,0,6등급,0
2024-06-19,2차전지,6등급,45.959545454545456,799286074620.0,99.03483410664994,0.0,-74.42727272727272,938453841476.6,0.8517052616699529,-28.179545454545455,0,6등급,0
2024-06-24,2차전지,6등급,42.179545454545455,809740974968.0,96.33265759491432,0.0,-416.55727272727273,1017018565461.4,0.7961909472130801,-165.83272727272728,0,6등급,0
2024-06-25,2차전지,6등급,41.28909090909091,679920555010.0,95.36406471463562,0.0,-652.035,1025570091999.0,0.6629683922282934,-416.55727272727273,0,6등급,0
2024-06-26,2차전지,6등급,42.66590909090909,707117023444.0,96.14360259253625,0.0,-779.1422727272727,1008537691272.55,0.7011309835647052,-652.035,0,6등급,0
2024-06-27,2차전지,6등급,41.65181818181818,720488059446.0,95.68021000029766,0.0,-801.8690909090909,1013202311440.05,0.7110998971389836,-779.1422727272727,0,6등급,0
2024-06-28,2차전지,6등급,42.27454545454545,819968348349.0,95.63751173873325,0.0,-776.6740909090909,992077482642.1,0.8265164391850331,-801.8690909090909,1,1등급,1
2024-07-08,2차전지,6등급,46.35636363636364,1097186045536.0,97.75376400347106,0.0,349.16409090909093,946855471280.3,1.1587682374084283,227.11727272727273,1,6등급,0
2024-07-09,2차전지,6등급,46.136818181818185,697260334777.0,98.06460951282415,0.0,397.46590909090907,950485583615.8,0.7335832828989468,349.16409090909093,1,6등급,0
2024-07-10,2차전지,6등급,44.70045454545455,685929563255.0,97.58608168979349,0.0,315.7568181818182,923932727407.25,0.7424020633838385,397.46590909090907,0,6등급,0
2024-07-11,2차전지,6등급,44.664545454545454,1097366259462.0,97.79363737494869,0.0,283.47727272727275,920125164030.9,1.192627158086449,315.7568181818182,0,6등급,0
2024-07-12,2차전지,6등급,44.19409090909091,790070403500.0,97.58549285578727,0.0,229.6981818181818,904828450887.85,0.8731714865118959,283.47727272727275,0,6등급,0
2024-07-15,2차전지,6등급,43.00636363636364,769805062193.0,96.78451519955613,0.0,82.27636363636364,889630695625.2,0.8653085667778236,229.6981818181818,0,6등급,0
2024-07-16,2차전지,6등급,40.847727272727276,1057638051664.0,95.14331563392955,0.0,-202.43818181818182,885209418721.9,1.1947885204283741,82.27636363636364,0,6등급,0
2024-07-17,2차전지,6등급,39.525454545454544,1214054757158.0,94.46765928889035,0.0,-423.51545454545453,897017090770.15,1.353435480382711,-202.43818181818182,0,6등급,0
2024-07-18,2차전지,6등급,38.000454545454545,1146843240824.0,93.80350261915898,0.0,-563.5513636363636,917755524897.05,1.2496173650958387,-423.51545454545453,0,1등급,1
2024-07-22,2차전지,6등급,35.012727272727275,740962740366.0,91.31301254672593,0.0,-650.2831818181818,879634623458.35,0.8423528594780058,-470.745,0,6등급,0
2024-07-23,2차전지,6등급,33.50772727272727,555190320009.0,90.33803048648836,0.0,-779.0963636363637,876195711728.25,0.6336373398974029,-650.2831818181818,0,6등급,0
2024-07-24,2차전지,6등급,33.04681818181818,461447300548.0,90.31832248235212,0.0,-843.4554545454546,869959199978.2,0.5304240711053614,-779.0963636363637,0,1등급,1
2024-08-07,2차전지,6등급,34.315,553420225845.0,87.90557910410779,0.0,-435.94272727272727,769438543824.5,0.7192520186137552,-430.13545454545454,0,6등급,0
2024-08-19,2차전지,6등급,41.90909090909091,557129372729.0,97.3140676561619,0.0,630.6277272727273,628619343008.05,0.8862746253766891,634.9631818181819,0,6등급,0
2024-08-27,2차전지,6등급,45.414545454545454,634501816271.0,100.74310394088133,0.0,957.4536363636364,616021339791.7,1.0299997342389942,976.6913636363637,0,6등급,0
2024-08-28,2차전지,6등급,43.81318181818182,599458320827.0,99.59061831557467,0.0,822.3931818181818,627001134279.7,0.9560721473265895,957.4536363636364,0,1등급,1
2024-09-05,2차전지,6등급,45.80409090909091,728348366955.0,100.11464947722034,0.0,867.955,652216375948.45,1.116728119400313,1071.629090909091,0,6등급,0
2024-09-06,2차전지,6등급,40.34590909090909,843022947432.0,94.86114724154558,0.0,424.61863636363637,660962783003.95,1.2754469224433806,867.955,0,6등급,0
