date,theme_name,total_cnt,phase1_cnt,phase2_cnt,phase3_cnt,phase4_cnt,avg_trade_value,lag_avg_trade_value,phase1_increase,phase3_increase,trade_value_spike,global_rank,grade,future_grade_d1,future_grade_d2
2024-02-27,줄기세포,11,0,5,2,4,932912209.1818181,1297759494.090909,-1.0,-1.0,0.718863713522921,86,4등급,6등급,6등급
2024-02-28,줄기세포,11,1,4,2,4,693102394.4545455,932912209.1818181,1.0,0.0,0.7429449284005077,138,6등급,6등급,5등급
2024-02-29,줄기세포,11,1,7,1,2,779806262.7272727,693102394.4545455,0.0,-1.0,1.1250953235285834,187,6등급,5등급,3등급
2024-03-05,줄기세포,11,4,4,1,2,791880805.8181819,775432799.1818181,0.0,0.0,1.0212113888575753,55,3등급,1등급,1등급
2024-03-11,줄기세포,11,2,0,7,2,4894231950.727273,2307085016.909091,0.0,-2.0,2.121392109461273,59,3등급,5등급,6등급
2024-03-13,줄기세포,11,1,0,6,4,1884974501.090909,2151968638.909091,0.0,-2.0,0.8759302840242456,175,6등급,6등급,6등급
2024-03-14,줄기세포,11,0,0,5,6,1321095735.909091,1884974501.090909,-1.0,-1.0,0.7008560249194462,207,6등급,6등급,2등급
2024-03-15,줄기세포,11,0,1,2,8,1639193758.7272727,1321095735.909091,0.0,-3.0,1.240783475543722,236,6등급,2등급,4등급
2024-03-19,줄기세포,11,0,0,7,4,3010042955.0,14131805960.0,0.0,-4.0,0.21299775580841615,96,4등급,6등급,6등급
2024-03-20,줄기세포,11,0,1,7,3,8185080481.272727,3010042955.0,0.0,0.0,2.7192570350786665,132,6등급,6등급,6등급
2024-03-21,줄기세포,11,0,0,8,3,2229046078.181818,8185080481.272727,0.0,1.0,0.2723303800471875,168,6등급,6등급,6등급
2024-03-22,줄기세포,11,0,0,6,5,5982624765.636364,2229046078.181818,0.0,-2.0,2.683939477157984,199,6등급,6등급,6등급
2024-03-25,줄기세포,11,0,1,7,3,5654000042.090909,5982624765.636364,0.0,1.0,0.9450701428856036,141,6등급,6등급,6등급
2024-03-26,줄기세포,11,0,1,5,5,2603122333.181818,5654000042.090909,0.0,-2.0,0.46040366356614953,191,6등급,6등급,6등급
2024-03-27,줄기세포,11,0,1,2,8,12275223890.545454,2603122333.181818,0.0,-3.0,4.715577033808222,233,6등급,6등급,6등급
2024-03-28,줄기세포,11,1,1,3,6,8385177612.909091,12275223890.545454,1.0,1.0,0.6830977330985767,148,6등급,6등급,6등급
2024-03-29,줄기세포,11,0,4,2,5,4782170285.545455,8385177612.909091,-1.0,-1.0,0.5703123423626997,212,6등급,6등급,6등급
2024-04-01,줄기세포,11,2,2,1,6,2812728455.0,4782170285.545455,2.0,-1.0,0.5881698657828492,226,6등급,6등급,6등급
2024-04-02,줄기세포,11,0,6,0,5,3790135222.0,2812728455.0,-2.0,-1.0,1.3474941796327795,239,6등급,6등급,6등급
2024-04-03,줄기세포,11,1,6,0,4,2081536825.5454545,3790135222.0,1.0,0.0,0.5491985651232405,188,6등급,6등급,6등급
2024-04-04,줄기세포,11,0,7,3,1,4057427563.6363635,2081536825.5454545,-1.0,3.0,1.9492461117391657,193,6등급,6등급,6등급
2024-04-05,줄기세포,11,0,8,3,0,4812424687.272727,4057427563.6363635,0.0,0.0,1.1860777824853432,174,6등급,6등급,4등급
2024-04-08,줄기세포,11,1,7,0,3,1873860242.2727273,4812424687.272727,1.0,-3.0,0.38937965039296474,176,6등급,4등급,3등급
2024-04-09,줄기세포,11,3,5,1,2,1364572398.6363637,1873860242.2727273,2.0,1.0,0.7282146063258861,92,4등급,3등급,1등급
2024-04-11,줄기세포,11,4,5,1,1,6563108394.090909,1364572398.6363637,1.0,0.0,4.80964469210246,54,3등급,1등급,6등급
2024-04-15,줄기세포,11,3,6,0,2,1775420297.3636363,1883363087.7272727,-4.0,-1.0,0.9426861495443796,181,6등급,6등급,6등급
2024-04-16,줄기세포,11,2,8,0,1,2064049503.3636363,1775420297.3636363,-1.0,0.0,1.1625695089937815,137,6등급,6등급,3등급
2024-04-17,줄기세포,11,2,7,2,0,2694307096.7272725,2064049503.3636363,0.0,2.0,1.3053500375531448,181,6등급,3등급,6등급
2024-04-18,줄기세포,11,8,1,2,0,5910764470.181818,2694307096.7272725,6.0,0.0,2.1937976102878247,75,3등급,6등급,2등급
2024-04-19,줄기세포,11,6,3,0,2,3077938109.090909,5910764470.181818,-2.0,-2.0,0.5207343524882883,146,6등급,2등급,3등급
2024-04-23,줄기세포,11,7,1,2,1,1400712461.2727273,2176891141.3636365,-1.0,0.0,0.6434462590514749,72,3등급,6등급,6등급
2024-04-24,줄기세포,11,4,2,4,1,1207966703.1818182,1400712461.2727273,-3.0,2.0,0.8623944860776245,193,6등급,6등급,6등급
2024-04-25,줄기세포,11,4,3,2,2,1050051009.0909091,1207966703.1818182,0.0,-2.0,0.869271484325723,196,6등급,6등급,6등급
2024-04-26,줄기세포,11,4,2,3,2,1161826202.7272727,1050051009.0909091,0.0,1.0,1.1064473941443416,159,6등급,6등급,6등급
2024-04-29,줄기세포,11,4,1,4,2,1054579771.1818181,1161826202.7272727,0.0,1.0,0.9076915021423134,177,6등급,6등급,5등급
2024-04-30,줄기세포,11,3,3,4,1,966783842.4545455,1054579771.1818181,-1.0,0.0,0.9167479491580955,198,6등급,5등급,6등급
2024-05-03,줄기세포,11,1,3,4,3,1255692122.3636363,1427153628.090909,0.0,-3.0,0.8798577095329007,196,6등급,6등급,3등급
2024-05-07,줄기세포,11,2,2,5,2,1226943075.1818182,1255692122.3636363,1.0,1.0,0.9771050190808693,134,6등급,3등급,6등급
2024-05-08,줄기세포,11,2,2,6,1,1461395494.8181818,1226943075.1818182,0.0,1.0,1.1910866317914712,54,3등급,6등급,6등급
2024-05-09,줄기세포,11,2,2,1,6,1599261288.6363637,1461395494.8181818,0.0,-5.0,1.0943384554742548,171,6등급,6등급,6등급
2024-05-10,줄기세포,11,1,3,1,6,827855951.7272727,1599261288.6363637,-1.0,0.0,0.5176489655628179,198,6등급,6등급,6등급
2024-05-13,줄기세포,11,1,3,2,5,1069389649.3636364,827855951.7272727,0.0,1.0,1.291758121847669,133,6등급,6등급,6등급
2024-05-14,줄기세포,11,1,5,3,2,848586241.1818181,1069389649.3636364,0.0,1.0,0.7935238962587565,167,6등급,6등급,2등급
2024-05-16,줄기세포,11,2,4,3,2,1075079921.6363637,848586241.1818181,1.0,0.0,1.2669070855298217,143,6등급,2등급,2등급
2024-05-22,줄기세포,11,3,3,0,5,7196259535.0,13505299877.454546,-1.0,-3.0,0.5328470748741595,85,4등급,5등급,3등급
2024-05-24,줄기세포,11,2,2,2,5,5975550931.727273,2709027860.181818,0.0,1.0,2.2057916123927273,52,3등급,6등급,6등급
2024-05-27,줄기세포,11,1,6,1,3,2698581442.3636365,5975550931.727273,-1.0,-1.0,0.45160378903901227,207,6등급,6등급,4등급
2024-05-28,줄기세포,11,2,6,1,2,1724886005.1818182,2698581442.3636365,1.0,0.0,0.6391824897717459,199,6등급,4등급,3등급
2024-05-29,줄기세포,11,3,4,1,3,9151558124.727272,1724886005.1818182,1.0,0.0,5.30560170192964,77,4등급,3등급,1등급
2024-05-30,줄기세포,11,2,5,2,2,2294682485.6363635,9151558124.727272,-1.0,1.0,0.2507422729946053,62,3등급,1등급,6등급
2024-06-03,줄기세포,11,4,2,3,2,1551946784.8181818,2150200957.3636365,1.0,-2.0,0.7217682512433746,171,6등급,1등급,5등급
2024-06-10,줄기세포,11,3,4,1,3,2025992800.8181818,1819539791.4545455,0.0,-3.0,1.1134644102499112,208,6등급,4등급,6등급
2024-06-11,줄기세포,11,5,3,1,2,1223851772.5454545,2025992800.8181818,2.0,0.0,0.6040750845961601,100,4등급,6등급,4등급
2024-06-12,줄기세포,11,5,4,0,2,1308232454.5454545,1223851772.5454545,0.0,-1.0,1.0689468152049975,181,6등급,4등급,3등급
2024-06-13,줄기세포,11,6,4,0,1,1607323446.5454545,1308232454.5454545,1.0,0.0,1.228622207743592,99,4등급,3등급,2등급
2024-06-14,줄기세포,11,5,5,1,0,1509279161.909091,1607323446.5454545,-1.0,1.0,0.9390015215375066,71,3등급,2등급,1등급
2024-06-19,줄기세포,11,3,7,0,1,1474405717.5454545,1114168730.0,-4.0,0.0,1.3233235486203734,185,6등급,4등급,3등급
2024-06-20,줄기세포,11,5,4,1,1,1283422444.8181818,1474405717.5454545,2.0,1.0,0.8704676260715973,90,4등급,3등급,5등급
2024-06-21,줄기세포,11,3,5,2,1,1499189526.2727273,1283422444.8181818,-2.0,1.0,1.1681185196080255,69,3등급,5등급,6등급
2024-06-25,줄기세포,11,3,6,2,0,1006225088.5454545,1461277241.4545455,1.0,1.0,0.6885928693064876,128,6등급,3등급,1등급
2024-06-26,줄기세포,11,5,4,2,0,691072073.1818181,1006225088.5454545,2.0,0.0,0.6867967028935794,58,3등급,1등급,6등급
2024-06-28,줄기세포,11,4,4,2,1,840064384.5454545,855439291.8181819,-1.0,-1.0,0.9820268867472186,163,6등급,1등급,1등급
2024-07-03,줄기세포,11,3,5,1,2,1000628014.1818181,1032446879.2727273,-2.0,-2.0,0.9691811116584295,75,3등급,4등급,4등급
2024-07-04,줄기세포,11,3,3,3,2,1039962017.4545455,1000628014.1818181,0.0,2.0,1.03930931646451,91,4등급,4등급,5등급
2024-07-05,줄기세포,11,3,2,4,2,1047831460.7272727,1039962017.4545455,0.0,1.0,1.0075670487389423,78,4등급,5등급,3등급
2024-07-09,줄기세포,11,4,0,6,1,1077099680.4545455,1397507349.909091,1.0,0.0,0.7707291704223321,63,3등급,2등급,6등급
2024-07-11,줄기세포,11,2,2,3,4,1210936658.0,1113503685.090909,-2.0,-3.0,1.087501257709027,217,6등급,3등급,5등급
2024-07-12,줄기세포,11,2,0,7,2,1219702036.2727273,1210936658.0,0.0,4.0,1.0072385109615927,62,3등급,5등급,5등급
2024-07-17,줄기세포,11,1,1,5,4,1830365779.3636363,1754815206.6363637,-1.0,1.0,1.043053292700881,96,4등급,6등급,5등급
2024-07-18,줄기세포,11,1,2,2,6,1040792096.2727273,1830365779.3636363,0.0,-3.0,0.5686251939405137,137,6등급,5등급,6등급
2024-07-22,줄기세포,11,0,5,2,4,1126099238.7272727,891676927.6363636,-1.0,-1.0,1.2629005010955148,152,6등급,6등급,5등급
2024-07-23,줄기세포,11,0,6,1,4,826518799.9090909,1126099238.7272727,0.0,-1.0,0.7339662185041789,225,6등급,5등급,6등급
2024-07-25,줄기세포,11,0,5,3,3,4707704435.636364,19103769287.18182,-2.0,0.0,0.2464280407110613,130,6등급,6등급,6등급
2024-07-26,줄기세포,11,2,3,3,3,10678202646.90909,4707704435.636364,2.0,0.0,2.26823981685793,169,6등급,6등급,6등급
2024-07-29,줄기세포,11,3,2,4,2,7229845091.909091,10678202646.90909,1.0,1.0,0.6770657320313958,174,6등급,6등급,6등급
2024-07-30,줄기세포,11,2,2,2,5,3321194272.090909,7229845091.909091,-1.0,-2.0,0.45937281226227833,169,6등급,6등급,6등급
2024-07-31,줄기세포,11,2,5,0,4,2262103369.2727275,3321194272.090909,0.0,-2.0,0.6811114267785923,234,6등급,6등급,6등급
2024-08-01,줄기세포,11,3,2,3,3,1599767017.090909,2262103369.2727275,1.0,3.0,0.7072033218381346,218,6등급,6등급,6등급
2024-08-02,줄기세포,11,0,7,0,4,1785850487.8181818,1599767017.090909,-3.0,-3.0,1.1163191069319929,232,6등급,6등급,6등급
2024-08-05,줄기세포,11,0,11,0,0,3171585898.818182,1785850487.8181818,0.0,0.0,1.7759526457855872,188,6등급,6등급,1등급
2024-08-06,줄기세포,11,0,11,0,0,2093910352.7272727,3171585898.818182,0.0,0.0,0.6602092516262984,227,6등급,1등급,2등급
2024-08-13,줄기세포,11,3,2,6,0,1326304876.7272727,1826109729.090909,-4.0,2.0,0.726300755972395,188,6등급,6등급,6등급
2024-08-14,줄기세포,11,3,1,6,1,2562476624.6363635,1326304876.7272727,0.0,0.0,1.9320419230904209,197,6등급,6등급,6등급
2024-08-16,줄기세포,11,3,1,6,1,13868320674.727272,2562476624.6363635,0.0,0.0,5.412076949851318,132,6등급,6등급,6등급
2024-08-19,줄기세포,11,1,1,7,2,32010499520.18182,13868320674.727272,-2.0,1.0,2.308174166935415,139,6등급,6등급,6등급
2024-08-20,줄기세포,11,1,1,6,3,8875061964.09091,32010499520.18182,0.0,-1.0,0.2772547163312901,214,6등급,6등급,6등급
2024-08-21,줄기세포,11,1,1,2,7,6129581569.090909,8875061964.09091,0.0,-4.0,0.6906522561635743,232,6등급,6등급,6등급
2024-08-22,줄기세포,11,1,2,0,8,6003671196.181818,6129581569.090909,0.0,-2.0,0.9794585696446217,226,6등급,6등급,3등급
2024-08-23,줄기세포,11,1,2,2,6,2788138965.5454545,6003671196.181818,0.0,2.0,0.464405673534993,172,6등급,3등급,6등급
2024-08-26,줄기세포,11,1,3,4,3,2773933491.6363635,2788138965.5454545,0.0,2.0,0.9949050337574147,65,3등급,6등급,2등급
2024-08-27,줄기세포,11,2,2,1,6,2042627279.6363637,2773933491.6363635,1.0,-3.0,0.7363649077366318,148,6등급,2등급,2등급
2024-08-30,줄기세포,11,2,3,4,2,2816789213.181818,4407803731.545455,0.0,2.0,0.639045970450731,80,4등급,6등급,6등급
2024-09-02,줄기세포,11,2,5,1,3,1833124470.5454545,2816789213.181818,0.0,-3.0,0.650785107372225,176,6등급,6등급,1등급
2024-09-03,줄기세포,11,1,4,3,3,1443143843.5454545,1833124470.5454545,-1.0,2.0,0.7872590578183927,152,6등급,1등급,2등급
2024-09-06,줄기세포,11,1,7,1,2,1648081598.8181818,1785945201.4545455,-1.0,0.0,0.9228063646498885,69,3등급,3등급,2등급
2024-09-09,줄기세포,11,4,4,2,1,1098523201.0,1648081598.8181818,3.0,1.0,0.6665466089711437,53,3등급,2등급,6등급
2024-09-11,줄기세포,11,5,3,0,3,1192239057.8181818,1465053483.4545455,0.0,-2.0,0.813785347280922,145,6등급,2등급,6등급
2024-09-13,줄기세포,11,7,0,2,2,826965081.8181819,2047426458.1818182,-1.0,-1.0,0.4039046572410488,151,6등급,2등급,3등급
2024-09-20,줄기세포,11,3,0,7,1,1531195971.8181818,1929028076.6363637,-2.0,1.0,0.7937655186896607,75,3등급,6등급,4등급
2024-09-23,줄기세포,11,3,1,5,2,1414200482.4545455,1531195971.8181818,0.0,-2.0,0.9235920865016952,152,6등급,4등급,6등급
2024-09-24,줄기세포,11,2,0,8,1,2391348406.090909,1414200482.4545455,-1.0,3.0,1.6909543135923593,77,4등급,6등급,6등급
2024-09-25,줄기세포,11,1,2,2,6,1223880832.0,2391348406.090909,-1.0,-6.0,0.5117952820604064,229,6등급,6등급,6등급
2024-09-26,줄기세포,11,0,0,6,5,1069653446.6363636,1223880832.0,-1.0,4.0,0.8739849654221594,232,6등급,6등급,6등급
2024-09-27,줄기세포,11,0,0,5,6,1026992769.4545455,1069653446.6363636,0.0,-1.0,0.9601172909637518,209,6등급,6등급,2등급
2024-09-30,줄기세포,11,0,1,1,9,1259505506.909091,1026992769.4545455,0.0,-4.0,1.2264015330682778,223,6등급,2등급,1등급
2024-10-07,줄기세포,11,1,2,6,2,2091931775.8181818,2335089547.4545455,0.0,1.0,0.8958679028384898,51,3등급,1등급,4등급
2024-10-10,줄기세포,11,0,2,5,4,1026105316.6363636,1063000246.9090909,-2.0,-1.0,0.9652917011261216,82,4등급,2등급,2등급
2024-10-18,줄기세포,11,0,3,2,6,2351724036.2727275,2422579808.2727275,0.0,-5.0,0.9707519348761849,158,6등급,6등급,6등급
2024-10-21,줄기세포,11,2,1,1,7,1357378199.7272727,2351724036.2727275,2.0,-1.0,0.5771843034264327,150,6등급,6등급,6등급
2024-10-22,줄기세포,11,0,3,1,7,1816656068.5454545,1357378199.7272727,-2.0,0.0,1.338356597233152,162,6등급,6등급,6등급
2024-10-23,줄기세포,11,0,4,3,4,9791564906.09091,1816656068.5454545,0.0,2.0,5.3898836855402905,192,6등급,6등급,6등급
2024-10-24,줄기세포,11,0,6,3,2,13692304488.727272,9791564906.09091,0.0,0.0,1.3983775443504318,146,6등급,6등급,6등급
2024-10-25,줄기세포,11,0,7,2,2,9996354247.545454,13692304488.727272,0.0,-1.0,0.7300709866462103,192,6등급,6등급,6등급
2024-10-28,줄기세포,11,1,7,2,1,10466670373.272728,9996354247.545454,1.0,0.0,1.0470487653879168,235,6등급,6등급,6등급
2024-10-29,줄기세포,11,3,5,1,2,4028937859.909091,10466670373.272728,2.0,-1.0,0.3849302324641107,230,6등급,6등급,6등급
2024-10-30,줄기세포,11,3,5,1,2,9388969180.727272,4028937859.909091,0.0,0.0,2.330383219397463,219,6등급,6등급,6등급
2024-10-31,줄기세포,11,4,3,2,2,9947100796.818182,9388969180.727272,1.0,1.0,1.059445462579277,179,6등급,6등급,1등급
2024-11-01,줄기세포,11,2,4,2,3,15805194855.90909,9947100796.818182,-2.0,0.0,1.5889247710211964,181,6등급,1등급,1등급
2024-11-07,줄기세포,11,2,4,1,4,4994471439.909091,6866202180.0,-3.0,-2.0,0.7273994136754491,174,6등급,6등급,6등급
2024-11-08,줄기세포,11,2,4,1,4,4739305915.363636,4994471439.909091,0.0,0.0,0.9489104047113944,212,6등급,6등급,6등급
2024-11-11,줄기세포,11,1,5,1,4,5652642771.818182,4739305915.363636,-1.0,0.0,1.1927153200838414,137,6등급,6등급,5등급
2024-11-12,줄기세포,11,0,7,0,4,4268489239.2727275,5652642771.818182,-1.0,-1.0,0.755131610395355,185,6등급,5등급,6등급
2024-11-14,줄기세포,11,0,9,0,2,5371916949.636364,8473966162.727273,0.0,-1.0,0.6339318385840071,219,6등급,6등급,6등급
2024-11-15,줄기세포,11,2,8,0,1,3693599928.0,5371916949.636364,2.0,0.0,0.6875757690650872,227,6등급,6등급,6등급
2024-11-18,줄기세포,11,5,5,0,1,10323427130.727272,3693599928.0,3.0,0.0,2.7949500032390278,222,6등급,6등급,1등급
2024-11-19,줄기세포,11,7,3,0,1,4353238919.545455,10323427130.727272,2.0,0.0,0.4216854407378157,189,6등급,1등급,5등급
2024-11-22,줄기세포,11,5,2,2,2,14253244344.454546,6040664093.181818,0.0,-2.0,2.3595492357441925,188,6등급,6등급,6등급
2024-11-25,줄기세포,11,5,2,3,1,12508558147.363636,14253244344.454546,0.0,1.0,0.8775937495402787,181,6등급,6등급,4등급
2024-11-26,줄기세포,11,5,2,2,2,6702575812.0,12508558147.363636,0.0,-1.0,0.5358392016918966,193,6등급,4등급,1등급
2024-11-27,줄기세포,11,4,2,4,1,5075018787.363636,6702575812.0,-1.0,2.0,0.7571743952940515,94,4등급,1등급,2등급
2024-12-02,줄기세포,11,1,6,3,1,3780771462.181818,3178525140.3636365,-3.0,2.0,1.1894735121551634,61,3등급,4등급,2등급
2024-12-03,줄기세포,11,3,4,4,0,3092467294.909091,3780771462.181818,2.0,1.0,0.81794610593164,88,4등급,2등급,3등급
2024-12-05,줄기세포,11,2,5,2,2,3317080052.181818,4984750510.0,-2.0,1.0,0.6654455514929709,53,3등급,1등급,1등급
2024-12-11,줄기세포,10,6,0,3,1,6688460544.4,7797659929.1,0.0,0.0,0.8577522750690125,141,6등급,6등급,6등급
2024-12-12,줄기세포,10,2,0,8,0,10121965012.5,6688460544.4,-4.0,5.0,1.5133474953328006,132,6등급,6등급,6등급
2024-12-13,줄기세포,11,1,0,10,0,10019617730.636364,10121965012.5,-1.0,2.0,0.9898885955704012,140,6등급,6등급,3등급
2024-12-16,줄기세포,11,1,0,9,1,6221136181.727273,10019617730.636364,0.0,-1.0,0.620895561983896,143,6등급,3등급,6등급
2024-12-17,줄기세포,11,1,0,9,1,4514918021.0,6221136181.727273,0.0,0.0,0.7257384968136884,57,3등급,6등급,6등급
2024-12-18,줄기세포,11,1,0,7,3,3442677880.6363635,4514918021.0,0.0,-2.0,0.7625117144151051,148,6등급,6등급,6등급
2024-12-19,줄기세포,11,0,2,3,6,3174284147.909091,3442677880.6363635,-1.0,-4.0,0.9220392548960574,185,6등급,6등급,6등급
2024-12-20,줄기세포,10,0,3,0,7,8699122873.2,3174284147.909091,0.0,-3.0,2.7404991071546427,235,6등급,6등급,5등급
2024-12-23,줄기세포,10,1,3,0,6,8381739406.2,8699122873.2,1.0,0.0,0.9635154633833504,238,6등급,5등급,6등급
2024-12-26,줄기세포,10,1,3,1,5,4842355504.8,6997299261.5,-1.0,0.0,0.6920320717799272,147,6등급,1등급,1등급
2025-01-02,줄기세포,10,4,1,2,3,4715975042.9,6222348292.4,0.0,1.0,0.7579092042565522,52,3등급,2등급,4등급
2025-01-06,줄기세포,11,4,0,5,2,4192691726.0,4020853733.7,-1.0,2.0,1.0427366931703517,83,4등급,2등급,6등급
2025-01-08,줄기세포,10,2,2,3,3,3972263905.4,3689561579.818182,-1.0,-3.0,1.076622200081493,193,6등급,2등급,6등급
2025-01-10,줄기세포,11,1,3,2,5,2284056185.6363635,4831778318.636364,-2.0,-2.0,0.472715434155302,174,6등급,2등급,5등급
2025-01-15,줄기세포,10,0,3,4,3,2917091782.0,3354676464.0,0.0,0.0,0.8695597960948404,88,4등급,6등급,6등급
2025-01-16,줄기세포,10,1,2,3,4,2719603431.3,2917091782.0,1.0,-1.0,0.9322995759274331,150,6등급,6등급,6등급
2025-01-17,줄기세포,10,1,3,2,4,1871544102.4,2719603431.3,0.0,-1.0,0.6881680177559496,187,6등급,6등급,6등급
2025-01-20,줄기세포,10,1,5,2,2,2046841355.1,1871544102.4,0.0,0.0,1.0936645054077032,193,6등급,6등급,2등급
2025-01-21,줄기세포,10,2,5,2,1,1519912741.9,2046841355.1,1.0,0.0,0.7425649956274913,134,6등급,2등급,1등급
2025-01-31,줄기세포,10,3,4,1,2,3291390556.2,2209897394.3,-2.0,-2.0,1.489386142854189,75,3등급,6등급,6등급
2025-02-03,줄기세포,10,1,7,0,2,3948580758.3,3291390556.2,-2.0,-1.0,1.1996694682319147,139,6등급,6등급,1등급
2025-02-04,줄기세포,10,3,4,1,2,2511848843.7,3948580758.3,2.0,1.0,0.6361396657318052,126,6등급,1등급,3등급
2025-02-06,줄기세포,10,6,0,2,2,2485685098.0,2333286273.7,0.0,-2.0,1.065315099144836,74,3등급,6등급,5등급
2025-02-07,줄기세포,10,4,2,0,4,1955506000.5,2485685098.0,-2.0,-2.0,0.7867070539520127,174,6등급,5등급,6등급
2025-02-11,줄기세포,10,2,5,3,0,2734467944.2,8298435268.9,-2.0,1.0,0.32951609015351974,209,6등급,6등급,6등급
2025-02-12,줄기세포,10,2,5,1,2,2402295660.8,2734467944.2,0.0,-2.0,0.8785239797363282,201,6등급,6등급,3등급
2025-02-13,줄기세포,10,2,3,3,2,8419659160.7,2402295660.8,0.0,2.0,3.5048388498092398,173,6등급,3등급,4등급
2025-02-14,줄기세포,10,3,1,4,2,8053044901.5,8419659160.7,1.0,1.0,0.9564573515147471,69,3등급,4등급,2등급
2025-02-17,줄기세포,10,4,0,3,3,5141753324.1,8053044901.5,1.0,-1.0,0.6384856146949176,89,4등급,2등급,5등급
2025-02-20,줄기세포,10,0,3,3,4,4334423543.4,3610291162.4,-3.0,0.0,1.2005745100399663,201,6등급,3등급,6등급
2025-02-21,줄기세포,10,2,1,4,3,7933598503.0,4334423543.4,2.0,1.0,1.8303699266031446,74,3등급,6등급,4등급
2025-02-24,줄기세포,10,1,2,1,6,3995750804.9,7933598503.0,-1.0,-3.0,0.5036492334958786,197,6등급,4등급,6등급
2025-02-25,줄기세포,10,2,1,1,6,2396426428.3,3995750804.9,1.0,0.0,0.5997437140877894,94,4등급,6등급,6등급
2025-02-26,줄기세포,10,1,2,2,5,2818314049.6,2396426428.3,-1.0,1.0,1.1760486432288608,154,6등급,6등급,1등급
2025-02-27,줄기세포,10,1,3,0,6,2487953187.3,2818314049.6,0.0,-2.0,0.8827806779209408,190,6등급,1등급,3등급
2025-03-04,줄기세포,10,1,5,1,3,3926870944.3,2797261457.9,-1.0,1.0,1.4038269226531426,61,3등급,5등급,5등급
2025-03-07,줄기세포,11,2,5,2,2,2381459629.181818,2616467581.181818,-1.0,0.0,0.9101812100825455,149,6등급,2등급,2등급
2025-03-12,줄기세포,11,3,2,3,3,7825478073.545455,6262431547.545455,-2.0,2.0,1.249590995787033,139,6등급,6등급,6등급
2025-03-13,줄기세포,11,1,5,2,3,4558019628.090909,7825478073.545455,-2.0,-1.0,0.5824589354482502,217,6등급,6등급,6등급
2025-03-14,줄기세포,11,4,1,4,2,4311147535.545455,4558019628.090909,3.0,2.0,0.9458378610254351,131,6등급,6등급,6등급
2025-03-17,줄기세포,11,4,1,3,3,2582469517.4545455,4311147535.545455,0.0,-1.0,0.5990213733494524,167,6등급,6등급,6등급
2025-03-18,줄기세포,11,1,0,7,3,5153024287.0,2582469517.4545455,-3.0,4.0,1.9953862967874119,168,6등급,6등급,5등급
2025-03-19,줄기세포,11,0,1,7,3,3767234528.818182,5153024287.0,-1.0,0.0,0.7310725350785023,207,6등급,5등급,6등급
2025-03-21,줄기세포,11,0,2,3,6,3746344562.4545455,2185396383.2727275,-1.0,-2.0,1.7142631840747489,198,6등급,6등급,3등급
2025-03-24,줄기세포,11,0,2,4,5,4901055800.636364,3746344562.4545455,0.0,1.0,1.3082234479322077,195,6등급,3등급,6등급
2025-03-25,줄기세포,11,0,2,7,2,25520563254.81818,4901055800.636364,0.0,3.0,5.207156231827546,60,3등급,6등급,6등급
2025-03-26,줄기세포,11,1,2,5,3,11608631711.09091,25520563254.81818,1.0,-2.0,0.45487364817072545,149,6등급,6등급,4등급
2025-03-27,줄기세포,11,0,3,3,5,24513103211.909092,11608631711.09091,-1.0,-2.0,2.1116272633999773,174,6등급,4등급,4등급
2025-03-28,줄기세포,11,1,2,1,7,7235793505.727273,24513103211.909092,1.0,-2.0,0.29518064045893383,99,4등급,4등급,6등급
2025-03-31,줄기세포,11,0,3,1,7,11145980366.90909,7235793505.727273,-1.0,0.0,1.5403950317386514,84,4등급,6등급,6등급
2025-04-01,줄기세포,11,3,1,3,4,5091501024.0,11145980366.90909,3.0,2.0,0.4568015424749875,150,6등급,6등급,6등급
2025-04-02,줄기세포,11,1,4,0,6,9350887669.636364,5091501024.0,-2.0,-3.0,1.8365679640559303,238,6등급,6등급,6등급
2025-04-03,줄기세포,11,3,3,2,3,9179790582.727272,9350887669.636364,2.0,2.0,0.9817025834387181,133,6등급,6등급,6등급
2025-04-04,줄기세포,11,2,4,2,3,6558230745.909091,9179790582.727272,-1.0,0.0,0.7144205182903717,230,6등급,6등급,6등급
2025-04-07,줄기세포,11,0,7,0,4,5265149920.545455,6558230745.909091,-2.0,-2.0,0.8028308433383139,178,6등급,6등급,6등급
2025-04-08,줄기세포,11,2,4,2,3,4540756823.909091,5265149920.545455,2.0,2.0,0.8624173845820294,126,6등급,6등급,6등급
2025-04-09,줄기세포,11,0,9,1,1,6496922055.181818,4540756823.909091,-2.0,-1.0,1.4308015837740204,214,6등급,6등급,6등급
2025-04-10,줄기세포,11,5,3,3,0,8066647899.727273,6496922055.181818,5.0,2.0,1.2416106936812443,234,6등급,6등급,6등급
2025-04-11,줄기세포,11,5,2,3,1,6883871378.0,8066647899.727273,0.0,0.0,0.8533744702347476,227,6등급,6등급,6등급
2025-04-14,줄기세포,11,6,1,3,1,4706440560.0,6883871378.0,1.0,0.0,0.6836909496945571,168,6등급,6등급,6등급
2025-04-15,줄기세포,11,5,2,2,2,7000518279.363636,4706440560.0,-1.0,-1.0,1.4874336964671315,219,6등급,6등급,6등급
2025-04-16,줄기세포,11,3,3,3,2,5397887354.636364,7000518279.363636,-2.0,1.0,0.7710696750194107,218,6등급,6등급,6등급
2025-04-17,줄기세포,11,3,3,2,3,4468992145.636364,5397887354.636364,0.0,-1.0,0.8279150437990983,233,6등급,6등급,6등급
