date,theme_name,total_cnt,phase1_cnt,phase2_cnt,phase3_cnt,phase4_cnt,avg_trade_value,lag_avg_trade_value,phase1_increase,phase3_increase,trade_value_spike,global_rank,grade,future_grade_d1,future_grade_d2
2024-09-04,창투사,16,0,8,1,7,1114146245.9375,914040783.117647,-3.0,-6.0,1.2189239982676978,144,6등급,6등급,6등급
2024-09-05,창투사,16,0,12,0,4,2756459586.9375,1114146245.9375,0.0,-1.0,2.4740554455829744,222,6등급,6등급,5등급
2024-09-06,창투사,16,1,11,0,4,932661277.1875,2756459586.9375,1.0,0.0,0.3383547800255296,173,6등급,5등급,6등급
2024-09-10,창투사,16,4,10,1,1,734686995.0625,824542779.0,-1.0,0.0,0.8910235026902104,165,6등급,6등급,4등급
2024-09-11,창투사,16,5,10,0,1,806317556.875,734686995.0625,1.0,-1.0,1.097498066923597,209,6등급,4등급,3등급
2024-09-12,창투사,16,12,1,3,0,497088864.0625,806317556.875,7.0,3.0,0.6164926706904902,82,4등급,3등급,3등급
2024-09-13,창투사,16,10,1,5,0,685454789.8125,497088864.0625,-2.0,2.0,1.3789381323302312,75,3등급,3등급,3등급
2024-09-19,창투사,16,8,1,6,1,1591257239.25,685454789.8125,-2.0,1.0,2.321461988303086,70,3등급,3등급,1등급
2024-09-20,창투사,17,4,1,12,0,4243625613.7647057,1591257239.25,-4.0,6.0,2.6668382138923272,69,3등급,1등급,3등급
2024-09-24,창투사,17,2,0,14,1,652408753.2352941,757373526.6470588,-2.0,1.0,0.8614095030804014,72,3등급,2등급,5등급
2024-09-27,창투사,17,1,0,13,3,582924452.5294118,471052264.7058824,0.0,-1.0,1.2374942149856356,60,3등급,6등급,6등급
2024-09-30,창투사,17,1,0,3,13,443875848.0588235,582924452.5294118,0.0,-10.0,0.7614637645286076,128,6등급,6등급,5등급
2024-10-02,창투사,16,1,0,0,15,351950173.625,443875848.0588235,0.0,-3.0,0.7929022837447977,146,6등급,5등급,6등급
2024-10-07,창투사,16,1,0,5,10,402083938.3125,327226308.6875,0.0,3.0,1.2287640927321917,156,6등급,6등급,6등급
2024-10-08,창투사,16,1,1,1,13,359902897.5,402083938.3125,0.0,-4.0,0.8950939423506222,199,6등급,6등급,1등급
2024-10-10,창투사,16,1,2,0,13,305744836.875,359902897.5,0.0,-1.0,0.8495203539588063,217,6등급,1등급,1등급
2024-10-15,창투사,16,3,0,7,6,1826069022.3125,5623757497.625,1.0,-3.0,0.32470621698813956,54,3등급,2등급,6등급
2024-10-17,창투사,16,1,2,3,10,1267672876.5,3486797954.4375,-1.0,-5.0,0.36356361712518687,147,6등급,5등급,2등급
2024-10-22,창투사,16,0,8,1,7,1189858006.75,3493246361.125,-2.0,-6.0,0.3406166882449156,194,6등급,6등급,6등급
2024-10-23,창투사,16,1,7,2,6,1386983413.75,1189858006.75,1.0,1.0,1.1656713707700568,209,6등급,6등급,6등급
2024-10-24,창투사,16,0,10,1,5,845776494.75,1386983413.75,-1.0,-1.0,0.609795680586595,226,6등급,6등급,6등급
2024-10-25,창투사,16,2,8,0,6,773817369.375,845776494.75,2.0,-1.0,0.9149194547002987,184,6등급,6등급,3등급
2024-10-28,창투사,16,4,6,3,3,974611437.4375,773817369.375,2.0,3.0,1.259485087837558,201,6등급,3등급,3등급
2024-10-29,창투사,16,7,2,6,1,13848925038.75,974611437.4375,3.0,3.0,14.209688606940965,73,3등급,3등급,6등급
2024-10-30,창투사,16,7,2,5,2,8673839272.8125,13848925038.75,0.0,-1.0,0.6263185950203828,64,3등급,6등급,6등급
2024-10-31,창투사,16,3,4,6,3,2359969440.1875,8673839272.8125,-4.0,1.0,0.27207899131641133,206,6등급,6등급,4등급
2024-11-01,창투사,16,5,3,1,7,2429768821.125,2359969440.1875,2.0,-5.0,1.029576391858682,148,6등급,4등급,3등급
2024-11-04,창투사,16,7,2,5,2,2215035317.1875,2429768821.125,2.0,4.0,0.9116238952156457,93,4등급,3등급,2등급
2024-11-05,창투사,16,7,1,6,2,3275151659.625,2215035317.1875,0.0,1.0,1.4786001984760961,67,3등급,2등급,4등급
2024-11-07,창투사,16,3,2,5,6,1890566681.0625,25905015123.625,-1.0,-4.0,0.07298072099322306,81,4등급,5등급,1등급
2024-11-12,창투사,16,0,6,3,7,31292725014.5,9736494066.25,0.0,-8.0,3.2139623155496215,71,3등급,3등급,5등급
2024-11-13,창투사,16,0,10,2,4,20507839375.75,31292725014.5,0.0,-1.0,0.6553548585572958,54,3등급,5등급,6등급
2024-11-15,창투사,16,2,10,2,2,9080934232.75,23231278362.6875,1.0,0.0,0.390892575560335,221,6등급,6등급,6등급
2024-11-18,창투사,16,8,4,1,3,11559093035.6875,9080934232.75,6.0,-1.0,1.2728969001889836,202,6등급,6등급,6등급
2024-11-19,창투사,16,7,5,1,3,7389206266.0625,11559093035.6875,-1.0,0.0,0.6392548483907079,220,6등급,6등급,6등급
2024-11-20,창투사,16,11,2,1,2,6994862906.25,7389206266.0625,4.0,0.0,0.9466325142899774,132,6등급,6등급,6등급
2024-11-21,창투사,16,9,3,3,1,9495073918.8125,6994862906.25,-2.0,2.0,1.3574353130393062,128,6등급,6등급,6등급
2024-11-22,창투사,16,6,3,6,1,5168179461.875,9495073918.8125,-3.0,3.0,0.5443011298348436,161,6등급,6등급,6등급
2024-11-25,창투사,16,6,2,7,1,2830504359.1875,5168179461.875,0.0,1.0,0.5476791934312206,152,6등급,6등급,6등급
2024-11-26,창투사,16,3,2,10,1,2939540311.3125,2830504359.1875,-3.0,3.0,1.0385217396931685,168,6등급,6등급,5등급
2024-11-27,창투사,16,1,4,9,2,2840531141.625,2939540311.3125,-2.0,-1.0,0.9663181452873859,198,6등급,5등급,4등급
2024-11-29,창투사,16,3,2,3,8,9107118198.625,2648988775.5,2.0,-8.0,3.4379602823745525,78,4등급,2등급,6등급
2024-12-03,창투사,16,3,3,6,4,12645036737.9375,13661690026.5625,0.0,4.0,0.9255836366768448,128,6등급,2등급,5등급
2024-12-06,창투사,16,1,10,2,3,7586339698.5,25481575658.9375,0.0,-1.0,0.29771862619645895,134,6등급,5등급,6등급
2024-12-10,창투사,17,8,4,3,2,4387848907.0,3796518581.25,8.0,2.0,1.15575594142234,162,6등급,4등급,6등급
2024-12-11,창투사,17,9,0,8,0,6718194393.3529415,4387848907.0,1.0,5.0,1.5310906404811038,97,4등급,6등급,5등급
2024-12-12,창투사,17,9,0,4,4,6048268206.294118,6718194393.3529415,0.0,-4.0,0.9002818096895713,184,6등급,5등급,3등급
2024-12-16,창투사,17,4,0,12,1,11207064957.058823,11352463671.82353,-1.0,1.0,0.9871923206303156,60,3등급,6등급,6등급
2024-12-17,창투사,17,3,1,5,8,2518864746.0,11207064957.058823,-1.0,-7.0,0.2247568614665235,222,6등급,6등급,6등급
2024-12-18,창투사,17,2,1,7,7,2012026502.4117646,2518864746.0,-1.0,2.0,0.7987830651117321,215,6등급,6등급,6등급
2024-12-19,창투사,17,0,3,4,10,1676271242.7058823,2012026502.4117646,-2.0,-3.0,0.8331258264722552,191,6등급,6등급,6등급
2024-12-20,창투사,17,0,5,0,12,4396828901.588235,1676271242.7058823,0.0,-4.0,2.6229817642702953,233,6등급,6등급,4등급
2024-12-23,창투사,17,3,4,2,8,1853266958.6470587,4396828901.588235,3.0,2.0,0.42150081345617435,146,6등급,4등급,2등급
2024-12-24,창투사,17,3,4,3,7,2201296674.7058825,1853266958.6470587,0.0,1.0,1.1877925435593455,88,4등급,2등급,6등급
2024-12-27,창투사,17,1,10,1,5,1887690026.1764705,1688008679.4117646,-2.0,-3.0,1.1182940284609737,136,6등급,5등급,1등급
2025-01-03,창투사,17,7,3,6,1,2827938279.470588,2046088867.8823528,-3.0,3.0,1.3821189899720379,81,4등급,1등급,3등급
2025-01-07,창투사,17,5,2,8,2,2901887109.9411764,2233163762.0,-3.0,0.0,1.2994511013121017,71,3등급,6등급,6등급
2025-01-08,창투사,17,3,3,8,3,1404531387.764706,2901887109.9411764,-2.0,0.0,0.484006212010493,141,6등급,6등급,6등급
2025-01-09,창투사,17,1,5,4,7,925732391.8235294,1404531387.764706,-2.0,-4.0,0.6591040968452979,210,6등급,6등급,6등급
2025-01-10,창투사,17,2,5,3,7,720207567.9411764,925732391.8235294,1.0,-1.0,0.777986785708659,158,6등급,6등급,6등급
2025-01-13,창투사,17,0,7,0,10,796200239.6470588,720207567.9411764,-2.0,-3.0,1.105514958587729,239,6등급,6등급,6등급
2025-01-14,창투사,17,3,5,2,7,587536354.1764706,796200239.6470588,3.0,2.0,0.7379253671625555,128,6등급,6등급,6등급
2025-01-15,창투사,17,1,8,2,6,937225105.1764706,587536354.1764706,-2.0,0.0,1.5951780660281807,185,6등급,6등급,6등급
2025-01-16,창투사,17,3,6,3,5,760144407.7058823,937225105.1764706,2.0,1.0,0.8110585210612282,161,6등급,6등급,6등급
2025-01-17,창투사,17,3,6,3,5,1378877656.1764705,760144407.7058823,0.0,0.0,1.8139680331766521,170,6등급,6등급,6등급
2025-01-20,창투사,17,2,8,0,7,1466807193.4705882,1378877656.1764705,-1.0,-3.0,1.0637689188016433,226,6등급,6등급,6등급
2025-01-21,창투사,17,2,9,1,5,2012948215.2941177,1466807193.4705882,0.0,1.0,1.3723332038829958,213,6등급,6등급,6등급
2025-01-22,창투사,17,3,8,2,4,1161908906.0588236,2012948215.2941177,1.0,1.0,0.5772174848964278,185,6등급,6등급,2등급
2025-01-23,창투사,17,2,12,1,2,1005415380.1764706,1161908906.0588236,-1.0,-1.0,0.8653134294209204,160,6등급,2등급,1등급
2025-02-03,창투사,17,4,12,0,1,1414570387.5882354,597210238.117647,-4.0,-2.0,2.3686305044716476,57,3등급,2등급,3등급
2025-02-05,창투사,17,9,3,4,1,606409006.8235294,773932412.4705882,-1.0,4.0,0.7835425898338051,75,3등급,4등급,4등급
2025-02-06,창투사,17,9,2,5,1,556498510.2352941,606409006.8235294,0.0,1.0,0.9176949945884302,84,4등급,4등급,5등급
2025-02-07,창투사,17,7,4,5,1,1076221164.3529413,556498510.2352941,-2.0,0.0,1.933915625215065,83,4등급,5등급,5등급
2025-02-13,창투사,17,4,0,9,4,7936388800.411765,10962138271.764706,-1.0,0.0,0.7239818184791196,62,3등급,6등급,3등급
2025-02-14,창투사,17,4,0,6,7,5814261292.411765,7936388800.411765,0.0,-3.0,0.7326079201298836,126,6등급,3등급,3등급
2025-02-17,창투사,17,3,1,12,1,3061081013.0588236,5814261292.411765,-1.0,6.0,0.5264780612893788,65,3등급,3등급,3등급
2025-02-18,창투사,17,2,1,13,1,5480173541.764706,3061081013.0588236,-1.0,1.0,1.7902739321128172,60,3등급,3등급,6등급
2025-02-19,창투사,17,2,0,12,3,3483258339.117647,5480173541.764706,0.0,-1.0,0.6356109551224141,63,3등급,6등급,3등급
2025-02-20,창투사,17,0,1,8,8,1917760032.9411764,3483258339.117647,-2.0,-4.0,0.5505649728601437,145,6등급,3등급,6등급
2025-02-21,창투사,17,1,0,10,6,4459378280.823529,1917760032.9411764,1.0,2.0,2.325305671317175,75,3등급,6등급,5등급
2025-02-24,창투사,17,1,0,6,10,6927025867.882353,4459378280.823529,0.0,-4.0,1.5533613503187969,127,6등급,5등급,6등급
2025-02-26,창투사,17,0,0,4,13,2027738181.1764705,13238599219.705883,0.0,-2.0,0.15316863570868944,185,6등급,6등급,3등급
2025-02-27,창투사,17,0,2,1,14,3861276691.7058825,2027738181.1764705,0.0,-3.0,1.9042284292667475,212,6등급,3등급,6등급
2025-02-28,창투사,17,0,4,3,10,12627976395.0,3861276691.7058825,0.0,2.0,3.2704147884882753,53,3등급,6등급,6등급
2025-03-04,창투사,17,1,7,0,9,3128783736.470588,12627976395.0,1.0,-3.0,0.2477660425236001,151,6등급,6등급,6등급
2025-03-05,창투사,17,2,8,1,6,1910980132.7058823,3128783736.470588,1.0,1.0,0.610774119805914,212,6등급,6등급,6등급
2025-03-06,창투사,17,1,7,4,5,9105662802.647058,1910980132.7058823,-1.0,3.0,4.764917566020821,201,6등급,6등급,6등급
2025-03-07,창투사,17,0,13,1,3,2351613962.882353,9105662802.647058,-1.0,-3.0,0.25825840620835727,238,6등급,6등급,6등급
2025-03-10,창투사,17,0,15,0,2,1675971307.3529413,2351613962.882353,0.0,-1.0,0.7126898095547611,245,6등급,6등급,6등급
2025-03-11,창투사,17,0,17,0,0,1303199413.1176472,1675971307.3529413,0.0,0.0,0.7775785942158779,245,6등급,6등급,6등급
2025-03-12,창투사,17,5,11,1,0,1139350771.5882354,1303199413.1176472,5.0,1.0,0.8742720109599833,197,6등급,6등급,2등급
2025-03-13,창투사,17,3,13,1,0,986558649.7058823,1139350771.5882354,-2.0,0.0,0.8658954505561414,227,6등급,2등급,3등급
2025-03-17,창투사,17,13,3,1,0,1818689510.5294118,6418851987.3529415,-1.0,0.0,0.2833356360471895,55,3등급,1등급,1등급
2025-03-20,창투사,17,9,7,1,0,8441970488.941176,3658434275.8235292,-3.0,-2.0,2.307536462997098,60,3등급,4등급,2등급
2025-03-21,창투사,17,6,9,2,0,1567308184.4117646,8441970488.941176,-3.0,1.0,0.1856566765383638,97,4등급,2등급,6등급
2025-03-25,창투사,17,4,10,2,1,1575678916.5294118,1916356566.1764705,-4.0,0.0,0.8222263770427747,131,6등급,3등급,2등급
2025-03-26,창투사,17,7,6,4,0,862414359.117647,1575678916.5294118,3.0,2.0,0.5473287419604494,72,3등급,2등급,6등급
2025-03-28,창투사,17,1,13,1,2,839313129.8235294,1685264146.4705882,-5.0,-2.0,0.4980306093743729,184,6등급,6등급,1등급
2025-03-31,창투사,16,0,14,0,2,886827647.8125,839313129.8235294,-1.0,-1.0,1.0566111934874185,196,6등급,1등급,2등급
2025-04-04,창투사,17,7,1,8,1,3735295079.0,1939809287.5294118,-2.0,6.0,1.9255991313235552,66,3등급,1등급,1등급
2025-04-09,창투사,17,2,7,3,5,7775331912.411765,12010476877.352942,-5.0,-5.0,0.6473791167337408,89,4등급,6등급,6등급
2025-04-10,창투사,17,5,0,11,1,16762500964.17647,7775331912.411765,3.0,8.0,2.1558566441927045,206,6등급,6등급,6등급
2025-04-11,창투사,17,2,0,14,1,14750842210.588236,16762500964.17647,-3.0,3.0,0.8799905361444931,214,6등급,6등급,6등급
2025-04-14,창투사,17,0,0,14,3,10154993938.294117,14750842210.588236,-2.0,0.0,0.6884348563504263,235,6등급,6등급,6등급
2025-04-15,창투사,17,0,0,11,6,18364171617.941177,10154993938.294117,0.0,-3.0,1.8083882402618228,239,6등급,6등급,6등급
2025-04-16,창투사,17,0,0,10,7,17142460833.294117,18364171617.941177,0.0,-1.0,0.9334731339880592,229,6등급,6등급,6등급
2025-04-17,창투사,17,0,0,9,8,21740990088.235294,17142460833.294117,0.0,-1.0,1.2682537413770785,236,6등급,6등급,5등급
2025-04-18,창투사,17,0,0,10,7,21293565389.588234,21740990088.235294,0.0,1.0,0.9794202243397749,223,6등급,5등급,6등급
2025-04-22,창투사,17,0,0,8,9,26535302759.0,28208200116.882355,0.0,-4.0,0.9406946437223714,148,6등급,6등급,6등급
2025-04-23,창투사,17,0,2,4,11,7282388506.0,26535302759.0,0.0,-4.0,0.27444150805967443,230,6등급,6등급,6등급
2025-04-24,창투사,17,0,4,1,12,3608750668.470588,7282388506.0,0.0,-3.0,0.4955449253355982,236,6등급,6등급,6등급
2025-04-25,창투사,17,0,5,0,12,4495911726.882353,3608750668.470588,0.0,-1.0,1.2458360634783754,245,6등급,6등급,6등급
2025-04-28,창투사,17,0,6,0,11,3300820046.5882354,4495911726.882353,0.0,0.0,0.7341825745491577,240,6등급,6등급,6등급
2025-04-29,창투사,17,1,6,0,10,6480110268.941176,3300820046.5882354,1.0,0.0,1.9631819297871422,237,6등급,6등급,6등급
2025-04-30,창투사,17,1,8,0,8,3011168503.0,6480110268.941176,0.0,0.0,0.46467859002837814,201,6등급,6등급,6등급
2025-05-02,창투사,17,1,13,1,2,6101037103.941176,3011168503.0,0.0,1.0,2.0261360657375262,202,6등급,6등급,5등급
2025-05-07,창투사,17,4,10,0,3,8336070842.294118,6101037103.941176,3.0,-1.0,1.366336690020971,165,6등급,5등급,6등급
2025-05-09,창투사,17,3,12,1,1,3219059115.0,4130737646.352941,-3.0,1.0,0.7792940124972911,157,6등급,1등급,1등급
2025-05-15,창투사,17,4,9,0,4,1987400166.6470587,1908260286.764706,-4.0,-3.0,1.041472266876406,151,6등급,5등급,6등급
2025-05-19,창투사,17,1,12,2,2,1494926748.8235295,1842512283.0588236,-1.0,0.0,0.8113523923660068,135,6등급,3등급,1등급
2025-05-20,창투사,17,5,9,2,1,974499150.2352941,1494926748.8235295,4.0,0.0,0.6518708364822564,59,3등급,1등급,6등급
2025-05-22,창투사,17,3,11,1,2,2640448498.2352943,1104534083.4705882,-5.0,-3.0,2.3905541148523595,164,6등급,3등급,2등급
2025-05-23,창투사,17,8,6,0,3,1135547849.4705882,2640448498.2352943,5.0,-1.0,0.43005870034182275,66,3등급,2등급,2등급
2025-06-04,창투사,17,5,1,10,1,5988619098.588235,6085756934.529411,-6.0,6.0,0.9840384956240965,64,3등급,3등급,2등급
2025-06-05,창투사,17,2,1,14,0,7445371420.705882,5988619098.588235,-3.0,4.0,1.2432534609624886,74,3등급,2등급,2등급
2025-06-11,창투사,17,0,0,12,5,11179249525.470589,10851968372.0,0.0,-4.0,1.0301586903178812,144,6등급,6등급,6등급
2025-06-12,창투사,17,0,0,5,12,5676543683.882353,11179249525.470589,0.0,-7.0,0.5077750229073091,212,6등급,6등급,5등급
2025-06-13,창투사,17,0,1,0,16,3929810125.117647,5676543683.882353,0.0,-5.0,0.6922892421801881,213,6등급,5등급,6등급
2025-06-17,창투사,17,0,1,2,14,5093658396.823529,4566043595.294118,-1.0,-1.0,1.115551853703978,182,6등급,6등급,3등급
2025-06-18,창투사,17,0,1,5,11,2812668961.8235292,5093658396.823529,0.0,3.0,0.5521903399681348,144,6등급,3등급,6등급
2025-06-19,창투사,17,1,1,7,8,6068014331.705882,2812668961.8235292,1.0,2.0,2.157386601149047,74,3등급,6등급,6등급
2025-06-20,창투사,17,1,2,3,11,3908047179.352941,6068014331.705882,0.0,-4.0,0.644040532161084,197,6등급,6등급,6등급
2025-06-23,창투사,17,0,4,0,13,2344955202.0,3908047179.352941,-1.0,-3.0,0.600032470024647,216,6등급,6등급,6등급
2025-06-24,창투사,17,1,2,8,6,7280991795.588235,2344955202.0,1.0,8.0,3.1049598684777924,179,6등급,6등급,6등급
2025-06-25,창투사,17,1,5,2,9,3841110004.529412,7280991795.588235,0.0,-6.0,0.5275531290746478,226,6등급,6등급,6등급
2025-06-26,창투사,17,0,10,0,7,3471088668.117647,3841110004.529412,-1.0,-2.0,0.9036681230229184,231,6등급,6등급,6등급
2025-06-27,창투사,17,0,16,0,1,1796956489.3529413,3471088668.117647,0.0,0.0,0.5176924766740174,243,6등급,6등급,5등급
2025-06-30,창투사,17,2,15,0,0,1427120230.235294,1796956489.3529413,2.0,0.0,0.7941874156058059,214,6등급,5등급,6등급
2025-07-02,창투사,17,3,13,1,0,2221730068.5882354,3047539140.7647057,-5.0,1.0,0.7290242933617405,195,6등급,6등급,6등급
2025-07-03,창투사,17,8,8,1,0,1631979704.8235295,2221730068.5882354,5.0,0.0,0.7345535481097153,187,6등급,6등급,1등급
2025-07-04,창투사,17,2,14,0,1,3530015308.4117646,1631979704.8235295,-6.0,-1.0,2.1630264751322232,228,6등급,1등급,1등급
2025-07-14,창투사,17,5,2,6,4,12830933657.588236,16640803669.17647,-3.0,-2.0,0.7710525232236707,78,4등급,6등급,6등급
2025-07-15,창투사,17,4,2,2,9,5533054893.6470585,12830933657.588236,-1.0,-4.0,0.4312277688673732,193,6등급,6등급,6등급
2025-07-16,창투사,17,3,5,0,9,3363304090.8235292,5533054893.6470585,-1.0,-2.0,0.6078566281142822,177,6등급,6등급,6등급
2025-07-17,창투사,17,3,7,0,7,2621193536.1764708,3363304090.8235292,0.0,0.0,0.7793507412333484,196,6등급,6등급,6등급
2025-07-18,창투사,17,2,11,0,4,3474874584.4117646,2621193536.1764708,-1.0,0.0,1.3256840963680068,215,6등급,6등급,6등급
2025-07-21,창투사,17,5,11,1,0,1871064620.8235295,3474874584.4117646,3.0,1.0,0.5384552953988893,150,6등급,6등급,6등급
2025-07-22,창투사,17,2,13,2,0,8870224877.764706,1871064620.8235295,-3.0,1.0,4.740736786450791,128,6등급,6등급,6등급
2025-07-23,창투사,17,0,15,2,0,2165851661.470588,8870224877.764706,-2.0,0.0,0.24417099806565246,218,6등급,6등급,6등급
2025-07-24,창투사,17,0,15,0,2,2109389614.4705882,2165851661.470588,0.0,-2.0,0.9739307875952765,223,6등급,6등급,6등급
2025-07-25,창투사,17,0,15,1,1,1217534912.3529413,2109389614.4705882,0.0,1.0,0.5771977372034783,224,6등급,6등급,3등급
2025-07-28,창투사,17,1,15,0,1,1134212451.8235295,1217534912.3529413,1.0,-1.0,0.9315646231709386,215,6등급,3등급,1등급
2025-07-29,창투사,17,8,7,1,1,1108720470.7058823,1134212451.8235295,7.0,1.0,0.9775245095602131,68,3등급,1등급,1등급
2025-08-01,창투사,17,0,14,1,2,1540329771.2941177,1187679236.7058823,-14.0,-2.0,1.296924054651606,187,6등급,1등급,4등급
2025-08-05,창투사,17,12,1,2,2,2011086797.4705882,9543405396.117647,0.0,-1.0,0.2107305216530693,83,4등급,5등급,5등급
2025-08-08,창투사,17,8,3,5,1,1102829414.235294,1333053523.8823528,-3.0,2.0,0.8272956745378388,172,6등급,6등급,6등급
2025-08-11,창투사,17,6,3,6,2,1372517059.1176472,1102829414.235294,-2.0,1.0,1.2445415776920996,146,6등급,6등급,2등급
2025-08-12,창투사,17,4,5,5,3,1076861892.764706,1372517059.1176472,-2.0,-1.0,0.7845890771346699,166,6등급,2등급,2등급
2025-08-18,창투사,17,2,7,2,6,1275942337.4117646,1374952139.9411764,-5.0,-5.0,0.9279903644255955,155,6등급,5등급,4등급
2025-08-20,창투사,17,2,10,3,2,755723354.117647,904043955.7647059,0.0,0.0,0.8359365153637928,92,4등급,3등급,3등급
2025-08-21,창투사,17,6,6,4,1,2775309658.8235292,755723354.117647,4.0,1.0,3.672388372943525,56,3등급,3등급,3등급
2025-08-22,창투사,17,7,4,6,0,729361837.117647,2775309658.8235292,1.0,2.0,0.2628037685087825,65,3등급,3등급,6등급
2025-08-25,창투사,17,8,1,8,0,1700098343.4117646,729361837.117647,1.0,2.0,2.330939537679069,57,3등급,6등급,6등급
2025-08-26,창투사,17,3,5,6,3,755687905.2941177,1700098343.4117646,-5.0,-2.0,0.4444965835197509,213,6등급,6등급,4등급
2025-08-27,창투사,17,2,6,6,3,642433031.1764706,755687905.2941177,-1.0,0.0,0.8501300956066411,219,6등급,4등급,6등급
2025-08-28,창투사,17,5,2,8,2,721741098.7647059,642433031.1764706,3.0,2.0,1.1234495484190787,99,4등급,6등급,6등급
2025-08-29,창투사,17,1,3,10,3,2273946619.117647,721741098.7647059,-4.0,2.0,3.1506403376634844,132,6등급,6등급,6등급
2025-09-01,창투사,17,0,7,3,7,1513099762.3529413,2273946619.117647,-1.0,-7.0,0.6654068963765143,190,6등급,6등급,6등급
2025-09-02,창투사,17,2,5,2,8,781865684.8235294,1513099762.3529413,2.0,-1.0,0.5167310869229743,216,6등급,6등급,6등급
2025-09-03,창투사,17,4,4,3,6,532922904.7058824,781865684.8235294,2.0,1.0,0.6816041617508325,215,6등급,6등급,3등급
2025-09-04,창투사,17,4,0,9,4,1445740831.9411764,532922904.7058824,0.0,6.0,2.7128517449237317,145,6등급,3등급,6등급
2025-09-05,창투사,17,3,0,13,1,1540411058.8823528,1445740831.9411764,-1.0,4.0,1.0654821561718388,56,3등급,6등급,4등급
2025-09-08,창투사,17,2,1,11,3,832625363.1764706,1540411058.8823528,-1.0,-2.0,0.5405215435031886,162,6등급,4등급,2등급
2025-09-09,창투사,17,2,0,13,2,2311256400.2352943,832625363.1764706,0.0,2.0,2.7758659565904136,76,4등급,2등급,4등급
2025-09-11,창투사,17,0,0,14,3,1662060077.9411764,1743120627.235294,0.0,-3.0,0.9534968790870858,98,4등급,4등급,6등급
2025-09-12,창투사,17,0,0,14,3,2352841147.0,1662060077.9411764,0.0,0.0,1.4156173884607748,84,4등급,6등급,6등급
2025-09-15,창투사,17,0,0,9,8,1395074359.0,2352841147.0,0.0,-5.0,0.5929318096033791,162,6등급,6등급,6등급
2025-09-16,창투사,17,0,0,3,14,1733964773.5294118,1395074359.0,0.0,-6.0,1.2429192482415998,219,6등급,6등급,5등급
2025-09-17,창투사,17,0,0,4,13,1699661393.8235295,1733964773.5294118,0.0,1.0,0.9802167955026795,152,6등급,5등급,6등급
2025-09-19,창투사,17,0,0,3,14,1753942422.2941177,1699601134.9411764,0.0,-7.0,1.0319729648537932,200,6등급,6등급,6등급
2025-09-22,창투사,17,0,1,2,14,1309795496.764706,1753942422.2941177,0.0,-1.0,0.74677223158302,204,6등급,6등급,6등급
2025-09-23,창투사,17,0,1,0,16,1985455147.0,1309795496.764706,0.0,-2.0,1.5158512545693008,217,6등급,6등급,6등급
2025-09-24,창투사,17,0,5,0,12,1197219780.235294,1985455147.0,0.0,0.0,0.6029951278649026,214,6등급,6등급,6등급
2025-09-25,창투사,17,0,9,1,7,5833233649.3529415,1197219780.235294,0.0,1.0,4.8723164665776855,198,6등급,6등급,2등급
2025-09-26,창투사,17,0,13,1,3,2535371521.647059,5833233649.3529415,0.0,0.0,0.43464254546503517,166,6등급,2등급,6등급
2025-09-30,창투사,17,1,11,2,3,7256824665.764706,16714618809.82353,-5.0,0.0,0.43416034480545374,192,6등급,6등급,3등급
2025-10-01,창투사,17,3,11,1,2,4385919255.294118,7256824665.764706,2.0,-1.0,0.6043854519436622,214,6등급,3등급,6등급
2025-10-02,창투사,17,11,4,2,0,2792314257.882353,4385919255.294118,8.0,1.0,0.636654278236388,59,3등급,6등급,6등급
2025-10-10,창투사,17,6,9,1,1,1778093388.1176472,2792314257.882353,-5.0,-1.0,0.6367812588064945,170,6등급,6등급,6등급
2025-10-13,창투사,17,4,12,0,1,1631713466.8235295,1778093388.1176472,-2.0,-1.0,0.9176759093350656,208,6등급,6등급,5등급
2025-10-14,창투사,17,4,11,1,1,1754305813.5294118,1631713466.8235295,0.0,1.0,1.075131050394855,153,6등급,5등급,6등급
2025-10-16,창투사,17,5,9,1,2,1255671032.4117646,851546242.4117647,-5.0,-1.0,1.4745776211229944,206,6등급,6등급,6등급
2025-10-17,창투사,17,2,13,0,2,2646236300.8235292,1255671032.4117646,-3.0,-1.0,2.107428006633958,216,6등급,6등급,6등급
2025-10-20,창투사,17,7,8,1,1,1114954834.7058823,2646236300.8235292,5.0,1.0,0.4213360818755678,158,6등급,6등급,6등급
2025-10-21,창투사,17,7,8,1,1,1097152143.4117646,1114954834.7058823,0.0,0.0,0.9840328139401145,144,6등급,6등급,6등급
2025-10-22,창투사,17,8,8,1,0,1452825964.0,1097152143.4117646,1.0,0.0,1.3241791238562524,166,6등급,6등급,6등급
2025-10-23,창투사,17,3,13,0,1,1647532042.2941177,1452825964.0,-5.0,-1.0,1.1340188591880904,222,6등급,6등급,1등급
2025-10-24,창투사,17,7,9,0,1,964672173.7058823,1647532042.2941177,4.0,0.0,0.5855255915767306,180,6등급,1등급,1등급
2025-10-30,창투사,17,2,10,0,5,1552005456.7058823,2969110338.882353,-6.0,-5.0,0.5227173393933537,177,6등급,1등급,4등급
2025-11-03,창투사,17,4,9,3,1,1945226222.0,1126162311.6470587,-4.0,2.0,1.7273053820767865,77,4등급,6등급,2등급
2025-11-04,창투사,17,4,10,1,2,1212025780.1176472,1945226222.0,0.0,-2.0,0.6230770315606239,149,6등급,2등급,1등급
