wics_name,start_price,start_pbr,end_price,end_pbr,price_chg_pct,pbr_chg_pct,start_bps,end_bps,bps_growth_pct
생명보험,20048.75,0.4225,53550.0,2.068,167.09894631834902,389.4674556213018,47452.662721893495,25894.58413926499,-45.43070366561778
생물공학,22168.911111111112,4.411333333333333,38262.377358490565,24.789622641509435,72.59475292547575,461.95305972894295,5025.444561986802,1543.4836549073332,-69.28662457879908
전기장비,23227.23076923077,1.9934615384615384,173514.4193548387,5.040967741935484,647.0301607572355,152.87509413529344,11651.707505305809,34420.85493056889,195.4146841988159
생명과학도구및서비스,11075.107142857143,2.519285714285714,15519.742857142857,10.037714285714285,40.131762672402395,298.43493053586616,4396.129855401191,1546.1431173858591,-64.82944844119582
