date,market_corr,손해보험,은행,게임엔터테인먼트,소프트웨어,자동차부품
2024-03-31,-0.10559051379454008,,0.5592731001856593,-0.46183323682205757,-0.24733854367223815,-0.08071808729780044
2024-06-30,-0.13607494827758823,,0.5471149893120582,-0.4814441698687035,-0.14256350971966095,-0.11777824067726105
2024-09-30,-0.14552837970303034,,0.6686960980480711,-0.4093492277764533,-0.18965813520495478,-0.09597813835284046
2024-12-31,-0.14231140737730155,,0.6565379871744698,-0.3819648093841642,-0.0999314913122659,-0.12017549640921331
2025-03-31,-0.12453604080686943,0.5393939393939394,0.6686960980480711,-0.45197947214076245,-0.12131552087709044,-0.10437567937336639
2025-06-30,-0.16118379586187423,0.6606060606060606,0.5515151515151515,-0.4640762463343108,-0.11146045591843641,-0.11751807374316195
