stock_code,stock_name,corp_cls,per,pbr,eps,bps,div
118000,메타케어,일반기업,3.66,0.32,62.0,702.0,0.0
021650,한국큐빅,일반기업,3.67,0.38,597.0,5832.0,3.88
025000,KPX케미칼,일반기업,3.69,0.34,13453.0,145041.0,6.54
145990,삼양사,대기업,3.72,0.26,12101.0,172467.0,3.89
026910,광진실업,일반기업,3.73,0.44,460.0,3868.0,0.0
019540,일지테크,일반기업,3.74,0.56,1703.0,11378.0,1.57
101330,모베이스,일반기업,3.74,0.3,1206.0,14820.0,0.0
004360,세방,일반기업,3.75,0.28,3950.0,52358.0,2.03
004970,신라교역,일반기업,3.78,0.25,2509.0,38186.0,5.27
024900,디와이덕양,일반기업,3.79,0.6,520.0,3273.0,2.54
121800,비덴트,일반기업,3.81,0.4,872.0,8263.0,0.0
043370,피에이치에이,일반기업,3.82,0.3,3171.0,40966.0,2.89
148150,세경하이테크,일반기업,3.83,0.9,1173.0,5010.0,2.23
009900,명신산업,일반기업,3.85,0.71,2460.0,13293.0,1.59
016380,KG스틸,일반기업,3.86,0.26,1338.0,20053.0,4.84
007980,TP,일반기업,3.86,0.35,456.0,5014.0,2.84
005720,넥센,일반기업,3.89,0.26,1637.0,24397.0,2.12
383800,LX홀딩스,일반기업,3.89,0.33,2063.0,24061.0,3.62
008260,NI스틸,일반기업,3.9,0.39,901.0,9017.0,2.85
356890,싸이버원,일반기업,3.91,0.93,826.0,3474.0,0.93
067900,와이엔텍,일반기업,3.93,0.41,1730.0,16744.0,1.03
014440,영보화학,일반기업,3.95,0.49,1157.0,9377.0,7.65
038060,루멘스,일반기업,3.95,0.32,185.0,2317.0,0.0
224110,에이텍모빌리티,일반기업,3.96,0.59,2172.0,14510.0,3.49
025560,미래산업,일반기업,3.98,0.44,3232.0,29136.0,0.0
023760,한국캐피탈,일반기업,3.99,0.42,228.0,2154.0,3.3
011200,HMM,일반기업,4.02,0.64,4999.0,31615.0,2.99
037440,희림,일반기업,4.02,0.63,1023.0,6498.0,3.65
051360,토비스,일반기업,4.02,0.96,3763.0,15780.0,1.99
005740,크라운해태홀딩스,일반기업,4.05,0.29,1594.0,22316.0,2.02
204020,그리티,일반기업,4.11,0.48,487.0,4205.0,5.5
019180,티에이치엔,일반기업,4.12,0.89,1769.0,8221.0,0.82
040610,SG&G,일반기업,4.13,0.18,480.0,11277.0,0.0
092230,KPX홀딩스,일반기업,4.13,0.32,19783.0,256552.0,5.2
024830,세원물산,일반기업,4.15,0.24,2631.0,45678.0,1.37
006060,화승인더스트리,일반기업,4.16,0.46,790.0,7147.0,6.09
000320,노루홀딩스,일반기업,4.2,0.45,4836.0,44812.0,2.71
003100,선광,일반기업,4.21,0.32,4799.0,62885.0,2.23
049520,유아이엘,일반기업,4.22,0.62,933.0,6302.0,6.86
101240,씨큐브,일반기업,4.22,0.44,896.0,8558.0,0.0
284740,쿠쿠홈시스,일반기업,4.22,0.55,5460.0,42011.0,4.34
187270,신화콘텍,일반기업,4.23,0.48,825.0,7295.0,1.43
000950,전방,일반기업,4.24,0.19,7822.0,174360.0,3.02
016710,대성홀딩스,일반기업,4.24,0.31,1997.0,27366.0,2.95
000140,하이트진로홀딩스,대기업,4.27,0.35,2106.0,25790.0,3.89
082640,동양생명,일반기업,4.28,0.68,2015.0,12611.0,0.0
005430,한국공항,대기업,4.28,0.47,13278.0,121065.0,1.76
071320,지역난방공사,일반기업,4.28,0.37,16850.0,195798.0,5.38
054800,아이디스홀딩스,일반기업,4.28,0.41,3630.0,37570.0,1.61
004590,한국가구,일반기업,4.32,0.4,1152.0,12395.0,4.12
003300,한일홀딩스,일반기업,4.33,0.32,3852.0,52885.0,5.58
108230,톱텍,일반기업,4.34,0.38,974.0,11076.0,3.55
050760,에스폴리텍,일반기업,4.36,0.34,325.0,4223.0,1.76
009300,삼아제약,일반기업,4.38,0.44,3618.0,36042.0,5.05
234080,JW생명과학,일반기업,4.4,0.97,2841.0,12945.0,4.0
045660,에이텍,대기업,4.42,0.69,2116.0,13553.0,3.21
036670,삼양케이씨아이,일반기업,4.46,0.55,1367.0,11012.0,4.11
044450,KSS해운,일반기업,4.48,0.49,2543.0,23452.0,3.51
003240,태광산업,대기업,4.49,0.25,254899.0,4668610.0,0.15
031820,콤텍시스템,일반기업,4.51,0.47,154.0,1479.0,0.0
014580,태경비케이,일반기업,4.51,0.57,991.0,7802.0,3.36
277880,티에스아이,일반기업,4.53,0.98,1088.0,5048.0,0.0
024880,케이피에프,일반기업,4.54,0.42,1108.0,11922.0,2.98
005880,대한해운,대기업,4.54,0.37,508.0,6289.0,0.0
013520,화승코퍼레이션,일반기업,4.55,0.57,601.0,4776.0,2.74
121440,골프존홀딩스,일반기업,4.56,0.26,1056.0,18294.0,5.19
267290,경동도시가스,일반기업,4.57,0.29,4859.0,75694.0,3.94
177830,파버나인,일반기업,4.57,0.4,602.0,6917.0,2.91
004690,삼천리,일반기업,4.58,0.29,29606.0,461293.0,2.21
102260,동성케미컬,일반기업,4.59,0.47,908.0,8953.0,1.2
000700,유수홀딩스,일반기업,4.6,0.45,1288.0,13098.0,5.91
142210,유니트론텍,일반기업,4.61,0.76,1105.0,6662.0,2.95
005610,SPC삼립,일반기업,4.62,0.83,10671.0,59200.0,3.65
004490,세방전지,일반기업,4.64,0.54,12887.0,111559.0,1.84
023600,삼보판지,일반기업,4.68,0.26,2065.0,36549.0,2.59
155660,DSR,일반기업,4.69,0.29,907.0,14456.0,1.65
089850,유비벨록스,일반기업,4.69,0.54,1077.0,9344.0,0.0
033920,무학,일반기업,4.7,0.4,1828.0,21582.0,6.05
039010,현대에이치티,일반기업,4.71,0.66,1793.0,12834.0,4.73
111380,동인기연,일반기업,4.71,0.54,2883.0,25210.0,4.57
019770,서연탑메탈,일반기업,4.71,0.48,805.0,7915.0,1.72
129260,인터지스,대기업,4.72,0.24,507.0,10088.0,4.18
015750,성우하이텍,일반기업,4.72,0.44,1751.0,18911.0,1.82
094840,슈프리마에이치큐,일반기업,4.76,0.32,1654.0,24243.0,0.0
183190,아세아시멘트,일반기업,4.78,0.35,2187.0,29491.0,2.49
013580,계룡건설산업,일반기업,4.79,0.27,5350.0,95717.0,1.56
016090,대현,일반기업,4.81,0.28,359.0,6106.0,5.22
004430,송원산업,일반기업,4.82,0.29,1879.0,31505.0,3.31
045060,오공,일반기업,4.82,0.33,469.0,6904.0,2.21
088350,한화생명,대기업,4.82,0.29,936.0,15697.0,0.0
079170,한창산업,일반기업,4.83,0.49,1319.0,13030.0,3.45
016670,디모아,일반기업,4.83,0.32,843.0,12599.0,0.0
012790,신일제약,일반기업,4.83,0.47,1237.0,12674.0,3.18
090410,덕신이피씨,일반기업,4.84,0.44,245.0,2715.0,1.69
446070,유니드비티플러스,대기업,4.84,0.16,618.0,18967.0,2.68
090350,노루페인트,일반기업,4.85,0.42,1718.0,19881.0,4.2
052330,코텍,일반기업,4.86,0.39,2087.0,26307.0,2.46
001130,대한제분,일반기업,4.91,0.23,29257.0,628059.0,2.44
212560,네오오토,일반기업,4.93,0.7,1502.0,10516.0,2.7
023910,대한약품,일반기업,4.96,0.61,5741.0,46938.0,3.16
051370,인터플렉스,대기업,4.97,0.97,2363.0,12079.0,0.0
015890,태경산업,일반기업,4.97,0.45,974.0,10720.0,5.16
027410,BGF,대기업,5.04,0.27,963.0,18202.0,2.68
033250,체시스,일반기업,5.07,0.8,190.0,1208.0,0.0
002020,코오롱,대기업,5.07,0.52,12424.0,120681.0,0.87
192080,더블유게임즈,일반기업,5.08,0.84,9441.0,57067.0,2.5
004980,성신양회,일반기업,5.1,0.41,1818.0,22908.0,3.77
126700,하이비젼시스템,일반기업,5.1,0.76,3096.0,20791.0,2.53
011560,세보엠이씨,일반기업,5.11,0.74,3522.0,24373.0,3.06
025530,에스제이엠홀딩스,일반기업,5.12,0.29,699.0,12262.0,6.28
015230,대창단조,일반기업,5.15,0.57,1317.0,11880.0,2.36
032190,다우데이타,대기업,5.17,0.63,4290.0,35393.0,2.03
115570,스타플렉스,일반기업,5.19,0.36,589.0,8429.0,0.0
080470,성창오토텍,일반기업,5.19,0.53,748.0,7254.0,1.29
011370,서한,일반기업,5.21,0.19,196.0,5346.0,2.94
