date,wics_name,stock_code,stock_name,total_score,industry_rank,2024-02-01,2024-05-01,2024-08-01,2024-11-01,2025-02-01,3개월,6개월,9개월,12개월
2024-02-01,우주항공과국방,327260,RF머트리얼즈,63.82,2,9790.0,9080.0,9760.0,6640.0,5620.0,-7.252298263534218,-0.30643513789581206,-32.17568947906027,-42.59448416751788
2024-02-01,우주항공과국방,010820,퍼스텍,37.28,3,3255.0,3400.0,3155.0,3175.0,3005.0,4.45468509984639,-3.0721966205837172,-2.457757296466974,-7.680491551459294
2024-02-01,전자장비와기기,094840,슈프리마에이치큐,74.48,1,8420.0,6870.0,6600.0,5730.0,5990.0,-18.40855106888361,-21.61520190023753,-31.947743467933492,-28.859857482185276
2024-02-01,전자장비와기기,008060,대덕,73.16,2,6500.0,6290.0,6400.0,6200.0,6720.0,-3.230769230769231,-1.5384615384615385,-4.615384615384616,3.3846153846153846
2024-02-01,전자장비와기기,069510,에스텍,71.35,3,8700.0,8620.0,10000.0,11000.0,10950.0,-0.9195402298850575,14.942528735632186,26.436781609195403,25.862068965517242
2024-02-01,가정용기기와용품,284740,쿠쿠홈시스,72.72,1,20550.0,23500.0,22150.0,22150.0,19190.0,14.355231143552311,7.785888077858881,7.785888077858881,-6.618004866180048
2024-02-01,가정용기기와용품,067170,오텍,61.3,2,3952.0,3639.0,3586.0,3436.0,2996.0,-7.92004048582996,-9.261133603238866,-13.056680161943321,-24.19028340080972
2024-02-01,가정용기기와용품,009450,경동나비엔,57.92,3,48650.0,54800.0,59300.0,86500.0,79700.0,12.64131551901336,21.891058581706062,77.80061664953752,63.82322713257965
2024-02-01,게임엔터테인먼트,052790,액토즈소프트,85.37,1,8770.0,9450.0,8250.0,6420.0,6590.0,7.753705815279361,-5.929304446978335,-26.795895096921324,-24.857468643101484
2024-02-01,게임엔터테인먼트,042420,네오위즈홀딩스,75.45,2,27100.0,20000.0,17480.0,20650.0,16090.0,-26.199261992619927,-35.49815498154982,-23.800738007380073,-40.62730627306273
2024-02-01,게임엔터테인먼트,047080,한빛소프트,64.12,3,2900.0,1923.0,1395.0,1379.0,1287.0,-33.689655172413794,-51.89655172413793,-52.44827586206896,-55.62068965517242
2024-02-01,레저용장비와제품,121440,골프존홀딩스,88.54,1,4030.0,3840.0,3700.0,3785.0,3390.0,-4.714640198511166,-8.188585607940446,-6.079404466501241,-15.88089330024814
2024-02-01,레저용장비와제품,002450,삼익악기,65.11,2,1039.0,1287.0,1113.0,1065.0,1216.0,23.86910490856593,7.122232916265641,2.5024061597690084,17.035611164581326
2024-02-01,레저용장비와제품,024950,삼천리자전거,61.93,3,6450.0,5190.0,4690.0,3995.0,4025.0,-19.53488372093023,-27.286821705426355,-38.06201550387597,-37.5968992248062
2024-02-01,백화점과일반상점,067830,세이브존I&C,82.11,1,2670.0,2360.0,2245.0,2080.0,2020.0,-11.610486891385769,-15.917602996254681,-22.09737827715356,-24.344569288389515
2024-02-01,백화점과일반상점,006370,대구백화점,27.08,2,9990.0,6580.0,6790.0,6850.0,7290.0,-34.134134134134136,-32.032032032032035,-31.431431431431434,-27.027027027027028
2024-02-01,컴퓨터와주변기기,043360,디지아이,64.62,1,2960.0,2320.0,2215.0,2250.0,1865.0,-21.62162162162162,-25.16891891891892,-23.986486486486484,-36.99324324324324
2024-02-01,컴퓨터와주변기기,065690,파커스,62.17,2,1355.0,1191.0,1015.0,1044.0,986.0,-12.103321033210332,-25.092250922509223,-22.952029520295202,-27.232472324723243
2024-02-01,컴퓨터와주변기기,004920,씨아이테크,49.7,3,1324.0,1179.0,1120.0,1402.0,1083.0,-10.95166163141994,-15.407854984894259,5.8912386706948645,-18.202416918429005
2024-02-01,건강관리장비와용품,137310,에스디바이오센서,66.89,1,10620.0,10490.0,9620.0,8870.0,11780.0,-1.2241054613935969,-9.416195856873824,-16.47834274952919,10.922787193973635
2024-02-01,건강관리장비와용품,115480,씨유메디칼,66.84,2,789.0,730.0,730.0,726.0,640.0,-7.477820025348543,-7.477820025348543,-7.984790874524715,-18.88466413181242
2024-02-01,건강관리장비와용품,100700,세운메디칼,62.52,3,2740.0,2730.0,2815.0,2710.0,2430.0,-0.36496350364963503,2.737226277372263,-1.094890510948905,-11.313868613138686
2024-02-01,무역회사와판매업체,383800,LX홀딩스,91.16,1,7460.0,6940.0,7280.0,7190.0,6700.0,-6.970509383378016,-2.4128686327077746,-3.6193029490616624,-10.187667560321715
