date,wics_name,stock_code,stock_name,total_score,industry_rank,2024-02-01,2024-05-01,2024-08-01,2024-11-01,2025-02-01,3개월,6개월,9개월,12개월
2024-02-01,무역회사와판매업체,011760,현대코퍼레이션,77.1,2,18860.0,17710.0,21450.0,20100.0,18810.0,-6.097560975609756,13.732767762460233,6.574761399787911,-0.2651113467656416
2024-02-01,무역회사와판매업체,047050,포스코인터내셔널,54.89,3,53500.0,46200.0,54800.0,50400.0,41450.0,-13.644859813084112,2.4299065420560746,-5.794392523364486,-22.523364485981308
2024-02-01,반도체와반도체장비,071280,로체시스템즈,76.3,1,7400.0,11540.0,13430.0,18120.0,15790.0,55.945945945945944,81.48648648648648,144.86486486486487,113.37837837837839
2024-02-01,반도체와반도체장비,227950,엔투텍,75.75,2,606.0,671.0,584.0,439.0,445.0,10.726072607260726,-3.6303630363036308,-27.557755775577558,-26.567656765676567
2024-02-01,반도체와반도체장비,054940,엑사이엔씨,75.04,3,844.0,820.0,816.0,750.0,693.0,-2.843601895734597,-3.3175355450236967,-11.137440758293838,-17.890995260663505
2024-02-01,방송과엔터테인먼트,131100,티엔엔터테인먼트,62.45,1,2015.0,1779.0,1582.0,1560.0,1258.0,-11.712158808933003,-21.488833746898266,-22.58064516129032,-37.5682382133995
2024-02-01,방송과엔터테인먼트,032800,판타지오,61.34,2,924.0,1135.0,910.0,756.0,509.0,22.835497835497836,-1.5151515151515151,-18.181818181818183,-44.91341991341991
2024-02-01,방송과엔터테인먼트,039340,한국경제TV,58.28,3,6080.0,5940.0,5450.0,5380.0,5740.0,-2.302631578947368,-10.361842105263158,-11.513157894736842,-5.592105263157895
2024-02-01,상업서비스와공급품,122900,아이마켓코리아,67.21,1,8450.0,8450.0,8630.0,8370.0,7680.0,0.0,2.130177514792899,-0.9467455621301776,-9.112426035502958
2024-02-01,상업서비스와공급품,012750,에스원,66.98,2,56900.0,60200.0,56400.0,64300.0,58500.0,5.799648506151142,-0.8787346221441126,13.005272407732866,2.8119507908611596
2024-02-01,상업서비스와공급품,058850,KTcs,64.33,3,3790.0,3220.0,3195.0,2795.0,2735.0,-15.03957783641161,-15.699208443271766,-26.2532981530343,-27.83641160949868
2024-02-01,에너지장비및서비스,095910,에스에너지,43.99,1,1815.0,1949.0,1823.0,1464.0,1287.0,7.382920110192838,0.4407713498622589,-19.33884297520661,-29.09090909090909
2024-02-01,에너지장비및서비스,099220,SDN,39.97,2,1167.0,1736.0,1669.0,1213.0,1137.0,48.75749785775493,43.01628106255356,3.941730934018852,-2.570694087403599
2024-02-01,에너지장비및서비스,043200,파루,37.44,3,633.0,640.0,581.0,545.0,507.0,1.1058451816745656,-8.214849921011059,-13.902053712480253,-19.90521327014218
2024-02-01,항공화물운송과물류,004360,세방,80.58,1,13000.0,12070.0,13990.0,11980.0,11240.0,-7.153846153846153,7.615384615384616,-7.846153846153846,-13.538461538461538
2024-02-01,항공화물운송과물류,000120,CJ대한통운,60.47,2,137400.0,120600.0,98800.0,88400.0,78500.0,-12.22707423580786,-28.093158660844253,-35.662299854439595,-42.867540029112085
2024-02-01,항공화물운송과물류,009070,KCTC,52.36,3,4110.0,4040.0,6300.0,4415.0,3690.0,-1.70316301703163,53.284671532846716,7.420924574209247,-10.218978102189782
2024-02-01,건강관리업체및서비스,263700,케어랩스,80.55,1,4530.0,3985.0,3760.0,2975.0,2300.0,-12.030905077262693,-16.99779249448124,-34.32671081677704,-49.22737306843267
2024-02-01,건강관리업체및서비스,044820,코스맥스비티아이,74.82,2,9930.0,9560.0,9300.0,8760.0,8510.0,-3.726082578046324,-6.3444108761329305,-11.782477341389729,-14.300100704934543
2024-02-01,건강관리업체및서비스,318010,팜스빌,64.63,3,7260.0,6590.0,6040.0,5110.0,3510.0,-9.228650137741047,-16.804407713498623,-29.614325068870524,-51.652892561983464
2024-02-01,디스플레이장비및부품,068790,DMS,73.91,1,6300.0,6320.0,5670.0,5460.0,6010.0,0.31746031746031744,-10.0,-13.333333333333334,-4.603174603174604
2024-02-01,디스플레이장비및부품,052420,오성첨단소재,66.81,2,1379.0,1419.0,2460.0,1688.0,1416.0,2.9006526468455403,78.39013778100072,22.4075416968818,2.6831036983321246
2024-02-01,디스플레이장비및부품,073110,엘엠에스,61.9,3,6270.0,6220.0,6620.0,6330.0,6500.0,-0.7974481658692184,5.582137161084529,0.9569377990430622,3.6682615629984054
2024-02-01,생명과학도구및서비스,096530,씨젠,80.05,1,25900.0,22150.0,21300.0,23000.0,23150.0,-14.478764478764477,-17.760617760617762,-11.196911196911197,-10.617760617760617
2024-02-01,생명과학도구및서비스,205470,휴마시스,63.8,2,1717.0,1903.0,1750.0,1829.0,1677.0,10.83284799068142,1.92195690157251,6.523005241700641,-2.3296447291788
2024-02-01,생명과학도구및서비스,131220,대한과학,58.93,3,6140.0,5890.0,5380.0,4810.0,4600.0,-4.071661237785016,-12.37785016286645,-21.661237785016286,-25.0814332247557
2024-02-01,식품과기본식료품소매,227840,현대코퍼레이션홀딩스,87.34,1,11000.0,11160.0,11050.0,10580.0,10200.0,1.4545454545454546,0.45454545454545453,-3.8181818181818183,-7.2727272727272725
2024-02-01,식품과기본식료품소매,006880,신송홀딩스,47.68,2,6940.0,7160.0,7400.0,8270.0,6790.0,3.170028818443804,6.628242074927954,19.164265129683,-2.161383285302594
2024-02-01,식품과기본식료품소매,250000,보라티알,37.2,3,10850.0,11100.0,11000.0,9630.0,9700.0,2.3041474654377883,1.3824884792626728,-11.244239631336406,-10.599078341013826
2024-02-01,양방향미디어와서비스,214270,FSN,62.25,1,3245.0,2285.0,2090.0,2235.0,1746.0,-29.583975346687215,-35.59322033898305,-31.124807395993837,-46.19414483821264
2024-02-01,양방향미디어와서비스,207760,미스터블루,45.34,2,2420.0,2645.0,1675.0,1351.0,1060.0,9.297520661157025,-30.785123966942145,-44.17355371900826,-56.19834710743802
2024-02-01,양방향미디어와서비스,089230,THE E&M,35.99,3,2150.0,2045.0,1447.0,1248.0,854.0,-4.883720930232558,-32.69767441860465,-41.95348837209302,-60.27906976744186
2024-02-01,인터넷과카탈로그소매,035080,그래디언트,53.59,1,13630.0,16190.0,12670.0,11610.0,11450.0,18.782098312545855,-7.043286867204696,-14.820249449743214,-15.994130594277328
2024-02-01,인터넷과카탈로그소매,053280,예스24,53.58,2,5050.0,4620.0,5580.0,5670.0,4315.0,-8.514851485148515,10.495049504950495,12.277227722772277,-14.554455445544553
2024-02-01,인터넷과카탈로그소매,069920,엑시온그룹,40.36,3,3440.0,2020.0,2390.0,1253.0,847.0,-41.27906976744186,-30.523255813953487,-63.575581395348834,-75.37790697674419
2024-02-01,"호텔,레스토랑,레저",019010,베뉴지,64.91,1,2085.0,2060.0,2025.0,2180.0,2055.0,-1.1990407673860912,-2.877697841726619,4.556354916067146,-1.4388489208633095
2024-02-01,"호텔,레스토랑,레저",034230,파라다이스,64.23,2,12930.0,15400.0,12070.0,10470.0,9730.0,19.102861562258315,-6.651198762567673,-19.02552204176334,-24.74864655839134
2024-02-01,"호텔,레스토랑,레저",035250,강원랜드,61.45,3,15530.0,15300.0,14530.0,17640.0,16300.0,-1.4810045074050224,-6.439150032195751,13.586606567933032,4.958145524790727
2024-02-01,"섬유,의류,신발,호화품",000950,전방,92.81,1,24350.0,20150.0,20050.0,19200.0,18000.0,-17.248459958932237,-17.659137577002053,-21.149897330595483,-26.07802874743326
2024-02-01,"섬유,의류,신발,호화품",005800,신영와코루,79.02,2,9690.0,9260.0,9080.0,9450.0,9980.0,-4.437564499484004,-6.29514963880289,-2.476780185758514,2.9927760577915374
2024-02-01,"섬유,의류,신발,호화품",088790,진도,77.79,3,2040.0,2370.0,1918.0,1765.0,1760.0,16.176470588235293,-5.980392156862745,-13.480392156862745,-13.725490196078432
2024-02-01,IT서비스,034310,NICE,80.23,1,13860.0,12300.0,10790.0,11210.0,10530.0,-11.255411255411255,-22.150072150072152,-19.11976911976912,-24.025974025974026
2024-02-01,IT서비스,115310,인포바인,78.64,2,22700.0,21450.0,20250.0,19930.0,32850.0,-5.506607929515418,-10.79295154185022,-12.202643171806168,44.713656387665196
2024-02-01,IT서비스,070590,인티큐브,75.7,3,1931.0,1468.0,1315.0,1119.0,1030.0,-23.977213878819263,-31.90056965302952,-42.05075090626618,-46.65976178146038
