stock_code,stock_name,corp_cls,current_per,current_pbr,current_bps,current_div,avg_per_3yr,avg_pbr_3yr,min_pbr_3yr
052300,오션인더블유,일반기업,0.34,0.1,16980.0,0.0,0.49479338842975207,0.2315013774104683,0.1
009440,KC그린홀딩스,일반기업,0.46,0.11,7136.0,0.0,2.686859504132231,0.2559366391184573,0.11
044180,KD,일반기업,1.21,0.14,1477.0,0.0,3.356666666666667,0.44309917355371903,0.14
460850,동국씨엠,일반기업,2.47,0.15,34015.0,9.49,11.439870689655173,0.18831896551724137,0.15
446070,유니드비티플러스,대기업,4.84,0.16,18967.0,2.68,48.86404795486601,0.2860366713681241,0.15
004890,동일산업,일반기업,5.66,0.19,195176.0,3.29,6.935400410677618,0.29512396694214876,0.19
011370,서한,일반기업,5.21,0.19,5346.0,2.94,5.53736914600551,0.21209366391184573,0.16
151860,KG에코솔루션,일반기업,3.21,0.19,32529.0,1.99,2.7174104683195592,0.36670798898071627,0.16
009200,무림페이퍼,일반기업,2.11,0.19,10852.0,4.85,11.385148095909733,0.2113085399449036,0.17
008420,문배철강,일반기업,6.43,0.22,10009.0,2.25,3.7273415977961433,0.2926997245179063,0.2
017390,서울도시가스,일반기업,7.12,0.22,278337.0,4.03,14.831363636363637,0.25078512396694214,0.17
012700,리드코프,일반기업,9.59,0.22,16386.0,2.77,9.310853994490358,0.29958677685950413,0.21
041650,상신브레이크,일반기업,3.11,0.22,11620.0,3.83,36.0145867768595,0.3108815426997245,0.21
004270,남성,일반기업,5.21,0.22,3432.0,0.0,13.87164271047228,0.414504132231405,0.2
006200,한국전자홀딩스,일반기업,7.04,0.24,3345.0,2.53,4.455564681724846,0.26709366391184575,0.19
052790,액토즈소프트,일반기업,7.75,0.24,21893.0,0.0,15.437217630853995,0.3493388429752066,0.23
075180,새론오토모티브,일반기업,6.0,0.24,12753.0,4.62,13.662869022869023,0.3068732782369146,0.24
007860,서연,일반기업,1.46,0.24,37694.0,2.22,2.1263774104683195,0.2936776859504132,0.19
007770,한일화학,일반기업,5.46,0.25,30776.0,0.64,10.518809034907598,0.4213085399449036,0.24
012320,경동인베스트,일반기업,5.62,0.25,219935.0,1.34,9.049986225895317,0.34365013774104686,0.23
123700,에스제이엠,일반기업,2.66,0.25,13949.0,4.93,6.206280991735537,0.2924517906336088,0.22
009580,무림P&P,일반기업,7.41,0.26,10215.0,3.74,6.098726899383983,0.2903443526170799,0.23
145990,삼양사,대기업,3.72,0.26,172467.0,3.89,5.248815426997245,0.32099173553719007,0.26
005820,원림,일반기업,7.84,0.26,60002.0,2.6,6.510220385674931,0.29732782369146005,0.21
016380,KG스틸,일반기업,3.86,0.26,20053.0,4.84,2.849104683195592,0.382465564738292,0.25
004910,조광페인트,일반기업,3.02,0.26,18535.0,4.22,8.667198275862068,0.35140495867768595,0.25
032560,황금에스티,일반기업,6.15,0.27,21796.0,2.53,4.361818181818181,0.31172176308539945,0.22
016090,대현,일반기업,4.81,0.28,6106.0,5.22,4.163085399449036,0.3436088154269972,0.26
091590,남화토건,일반기업,6.12,0.28,13747.0,2.58,5.282422997946612,0.3787741046831956,0.25
032750,삼진,일반기업,3.33,0.28,11813.0,2.4,120.28866391184573,0.43242424242424243,0.26
123420,위메이드플레이,일반기업,3.0,0.29,23553.0,0.0,11.608004158004158,0.4275895316804408,0.27
123890,한국자산신탁,대기업,8.24,0.29,8546.0,3.97,4.698429752066116,0.35112947658402205,0.25
004430,송원산업,일반기업,4.82,0.29,31505.0,3.31,5.595509641873278,0.4562809917355372,0.27
192390,윈하이텍,일반기업,2.8,0.29,6988.0,1.51,5.417179125528914,0.5409779614325069,0.27
033290,코웰패션,일반기업,6.17,0.3,6592.0,0.0,6.238168044077135,0.5624242424242424,0.28
091340,S&K폴리텍,일반기업,3.06,0.3,8575.0,0.0,3.614504132231405,0.33453168044077136,0.24
013570,디와이,일반기업,5.29,0.3,15566.0,2.55,5.686379310344828,0.35414600550964187,0.24
114630,폴라리스우노,일반기업,5.77,0.3,1598.0,0.0,7.316294765840221,0.392465564738292,0.29
034120,SBS,일반기업,8.21,0.31,48749.0,0.0,6.97900826446281,0.4809366391184573,0.31
035890,서희건설,일반기업,1.96,0.31,5175.0,2.77,2.3962396694214876,0.36139118457300273,0.29
014130,한익스프레스,일반기업,1.83,0.31,8308.0,3.86,6.584928131416838,0.5358953168044077,0.31
016710,대성홀딩스,일반기업,4.24,0.31,27366.0,2.95,22.684242424242424,0.4264600550964187,0.26
017000,신원종합개발,일반기업,5.92,0.31,9557.0,0.0,6.708939393939394,0.3699862258953168,0.25
023350,한국종합기술,일반기업,7.72,0.31,15058.0,2.16,9.605743801652892,0.36976584022038567,0.28
192440,슈피겐코리아,일반기업,5.64,0.32,85756.0,1.7,4.804559228650137,0.35946280991735535,0.24
200880,서연이화,일반기업,2.38,0.32,40698.0,1.93,4.862823691460055,0.4859090909090909,0.26
079430,현대리바트,대기업,8.75,0.32,20470.0,1.97,9.66392561983471,0.3746694214876033,0.3
016670,디모아,일반기업,4.83,0.32,12599.0,0.0,6.578347107438017,0.48369146005509644,0.23
038060,루멘스,일반기업,3.95,0.32,2317.0,0.0,7.015867418899859,0.5231129476584022,0.26
108670,LX하우시스,대기업,6.3,0.32,87164.0,3.58,7.094968814968815,0.45115702479338843,0.32
118000,메타케어,일반기업,3.66,0.32,702.0,0.0,5.040537190082644,0.5041184573002755,0.32
045060,오공,일반기업,4.82,0.33,6904.0,2.21,5.840137741046832,0.43315426997245177,0.31
006090,사조오양,일반기업,6.08,0.33,24379.0,1.84,6.795399449035813,0.385633608815427,0.32
050760,에스폴리텍,일반기업,4.36,0.34,4223.0,1.76,4.8185123966942145,0.42619834710743804,0.26
298540,더네이쳐홀딩스,일반기업,7.12,0.34,23498.0,6.28,5.377300275482094,0.6957162534435262,0.3
004250,엔피씨,일반기업,2.08,0.34,11496.0,2.66,6.045895316804407,0.5316115702479339,0.31
000370,한화손해보험,대기업,2.97,0.34,18660.0,0.0,2.793292011019284,1.5288980716253444,0.18
054940,엑사이엔씨,일반기업,3.51,0.34,2079.0,0.0,3.8641489361702126,0.4337190082644628,0.28
010100,한국무브넥스,일반기업,2.91,0.34,12661.0,2.34,3.7530716253443526,0.45242424242424245,0.25
007210,벽산,일반기업,6.1,0.35,4992.0,2.09,8.622849083215797,0.4890495867768595,0.33
013310,아진산업,일반기업,6.27,0.35,8548.0,3.32,6.030867768595042,0.507809917355372,0.29
183190,아세아시멘트,일반기업,4.78,0.35,29491.0,2.49,5.502534435261708,0.4098898071625344,0.35
111110,호전실업,일반기업,2.83,0.36,19955.0,5.52,3.338305785123967,0.47544077134986223,0.34
003070,코오롱글로벌,대기업,9.07,0.36,30776.0,3.59,247.56348484848485,0.4040633608815427,0.28
023000,삼원강재,대기업,6.79,0.36,6304.0,4.87,7.730055096418733,0.44584022038567495,0.36
234100,폴라리스세원,일반기업,6.8,0.36,2791.0,0.0,22.494931129476583,0.5522451790633609,0.34
068240,다원시스,일반기업,8.27,0.37,6749.0,0.0,58.36866379310345,1.6517493112947659,0.31
122450,KX,일반기업,1.53,0.37,8213.0,6.25,7.060826446280991,0.6418181818181818,0.37
001390,KG케미칼,일반기업,5.57,0.37,13897.0,2.54,3.3653030303030302,0.4586088154269972,0.25
001380,SG글로벌,일반기업,8.85,0.37,3329.0,0.0,8.977995689655172,0.6532782369146005,0.37
221980,케이디켐,일반기업,7.17,0.38,26942.0,4.9,7.379049586776859,0.4615977961432507,0.38
001630,종근당홀딩스,일반기업,6.65,0.38,123410.0,2.99,89.34413223140496,0.45011019283746556,0.35
108230,톱텍,일반기업,4.34,0.38,11076.0,3.55,9.497009873060648,0.6446831955922865,0.35
001770,SHD,일반기업,6.9,0.38,44133.0,0.6,61.09112947658402,0.4534022038567493,0.32
003960,사조대림,일반기업,2.74,0.38,83132.0,0.95,3.5313085399449036,0.5245316804407714,0.35
021650,한국큐빅,일반기업,3.67,0.38,5832.0,3.88,5.386831955922865,0.49012396694214877,0.36
021050,서원,일반기업,1.17,0.38,3209.0,0.0,123.29451745379876,0.4602479338842975,0.32
187220,디티앤씨,일반기업,7.81,0.39,7822.0,0.0,23.465127659574467,0.45975206611570246,0.28
092780,동양피스톤,일반기업,6.31,0.39,10894.0,1.89,13.695344352617079,0.4952892561983471,0.28
038010,제일테크노스,일반기업,2.49,0.39,15849.0,1.94,5.793429752066116,0.5869283746556474,0.36
067570,엔브이에이치코리아,일반기업,7.61,0.39,5505.0,7.04,12.84095634095634,0.518595041322314,0.38
109860,동일금속,일반기업,8.38,0.39,18294.0,4.46,84.976391184573,0.5790358126721763,0.38
008260,NI스틸,일반기업,3.9,0.39,9017.0,2.85,3.3490358126721764,0.6173553719008265,0.36
002350,넥센타이어,일반기업,5.69,0.39,18139.0,1.86,12.631912681912683,0.4442699724517906,0.3
270870,뉴트리,일반기업,8.58,0.39,11819.0,0.0,12.943154269972451,0.6228650137741046,0.34
054410,케이피티유,일반기업,6.66,0.4,9211.0,0.0,8.925592286501377,0.5173002754820937,0.33
131180,딜리,일반기업,5.22,0.4,2270.0,4.43,19.075413223140497,0.4984435261707989,0.38
067770,세진티에스,일반기업,6.02,0.4,5688.0,0.0,6.413264462809917,0.4787052341597796,0.34
177830,파버나인,일반기업,4.57,0.4,6917.0,2.91,92.01038567493113,0.54232782369146,0.38
126880,제이엔케이글로벌,일반기업,0.94,0.4,9223.0,1.35,14.957162534435263,0.8014600550964187,0.36
004780,대륙제관,일반기업,5.3,0.4,9484.0,3.13,5.7081955922865015,0.45349862258953166,0.36
064090,인크레더블버즈,일반기업,1.73,0.41,1947.0,0.0,5.58495867768595,3.992534435261708,0.41
067900,와이엔텍,일반기업,3.93,0.41,16744.0,1.03,4.9421487603305785,0.5399035812672176,0.35
128540,에코캡,일반기업,2.22,0.41,4188.0,0.0,12.33366379310345,0.6649311294765841,0.34
376290,씨유테크,일반기업,3.55,0.41,6651.0,8.48,27.745633608815428,0.5677548209366391,0.39
004980,성신양회,일반기업,5.1,0.41,22908.0,3.77,5.413014553014553,0.4581818181818182,0.32
014470,부방,일반기업,5.96,0.41,3145.0,0.0,5.769936170212766,0.649366391184573,0.4
378850,화승알앤에이,일반기업,1.9,0.41,7924.0,2.32,3.9741597796143253,0.6511294765840221,0.37
094970,제이엠티,일반기업,6.29,0.41,8208.0,0.89,3.389944903581267,0.5228236914600551,0.27
003680,한성기업,일반기업,9.98,0.42,12006.0,0.0,19.91629055007052,0.5614462809917355,0.41
007370,진양제약,일반기업,1.63,0.42,10491.0,3.43,4.244573002754821,0.6996143250688706,0.42
090350,노루페인트,일반기업,4.85,0.42,19881.0,4.2,9.390123966942149,0.4810330578512397,0.39
016580,환인제약,일반기업,6.71,0.42,24628.0,2.92,7.8296831955922865,0.5675206611570248,0.41
210980,SK디앤디,대기업,5.64,0.42,30637.0,4.63,4.936790633608815,0.5060192837465565,0.2
018310,삼목에스폼,일반기업,3.61,0.42,44614.0,1.08,3.490592286501377,0.49772727272727274,0.4
123570,이엠넷,일반기업,7.0,0.42,4446.0,3.19,11.062796143250688,0.6640082644628099,0.41
130500,GH신소재,일반기업,7.0,0.42,5920.0,0.0,12.17969696969697,0.5325482093663911,0.4
153490,우리이앤엘,일반기업,6.94,0.43,1776.0,0.0,8.108085399449037,0.5565426997245179,0.36
035610,솔본,일반기업,2.07,0.43,8045.0,0.0,2.4907068607068608,0.6850826446280992,0.42
007590,동방아그로,일반기업,7.52,0.44,13342.0,5.07,8.728388429752066,0.49235537190082646,0.43
111710,남화산업,일반기업,7.42,0.44,9049.0,5.08,7.133732782369146,0.64732782369146,0.42
025560,미래산업,일반기업,3.98,0.44,29136.0,0.0,7.992094455852156,0.6915977961432507,0.34
026910,광진실업,일반기업,3.73,0.44,3868.0,0.0,14.653531827515401,0.7774517906336088,0.41
101240,씨큐브,일반기업,4.22,0.44,8558.0,0.0,9.26107438016529,0.6426997245179064,0.42
009300,삼아제약,일반기업,4.38,0.44,36042.0,5.05,6.906487603305785,0.5513911845730027,0.42
124560,태웅로직스,일반기업,3.13,0.44,5944.0,3.82,3.0368181818181816,0.6030440771349862,0.42
090410,덕신이피씨,일반기업,4.84,0.44,2715.0,1.69,6.444917355371901,0.7448209366391184,0.41
267980,매일유업,일반기업,5.54,0.44,79607.0,3.58,10.950881542699724,0.5370247933884298,0.42
093920,서원인텍,일반기업,5.33,0.44,11587.0,6.92,5.941969696969697,0.5164600550964187,0.42
057540,옴니시스템,일반기업,7.12,0.44,1847.0,0.0,53.169252468265164,0.5216391184573003,0.38
004450,삼화왕관,일반기업,6.2,0.45,61866.0,4.36,10.147603305785124,0.5225757575757576,0.44
054040,한국컴퓨터,일반기업,5.22,0.45,11352.0,5.47,4.450371900826446,0.5318732782369145,0.41
053270,구영테크,일반기업,3.2,0.45,5003.0,2.68,8.989490358126721,0.6559366391184573,0.4
015890,태경산업,일반기업,4.97,0.45,10720.0,5.16,6.0167217630854,0.5642837465564738,0.43
052420,오성첨단소재,일반기업,8.77,0.45,2915.0,0.0,19.752849083215796,0.5448898071625344,0.43
066130,하츠,일반기업,5.73,0.46,9157.0,3.3,10.29107438016529,0.6005922865013774,0.43
006060,화승인더스트리,일반기업,4.16,0.46,7147.0,6.09,110.94414893617021,0.5856060606060606,0.44
001420,태원물산,일반기업,1.2,0.46,6174.0,7.02,37.59119834710744,0.9282369146005509,0.43
052900,KX하이텍,일반기업,6.01,0.46,2324.0,0.0,7.773746556473829,0.5243112947658403,0.37
102260,동성케미컬,일반기업,4.59,0.47,8953.0,1.2,5.860798898071625,0.5272727272727272,0.43
012790,신일제약,일반기업,4.83,0.47,12674.0,3.18,6.168154269972452,0.5985812672176308,0.45
029480,광무,일반기업,0.99,0.47,4242.0,0.0,11.220495689655172,1.1864876033057852,0.44
084730,팅크웨어,일반기업,7.78,0.47,17321.0,0.0,20.06323691460055,0.7389807162534435,0.43
372910,한컴라이프케어,일반기업,8.87,0.48,4866.0,0.0,53.2747520661157,0.8689807162534435,0.47
019770,서연탑메탈,일반기업,4.71,0.48,7915.0,1.72,9.379269972451791,0.5555509641873279,0.42
204020,그리티,일반기업,4.11,0.48,4205.0,5.5,14.804950634696755,0.7690633608815427,0.45
020710,시공테크,일반기업,2.47,0.48,8351.0,3.02,9.026501377410469,0.6103030303030303,0.43
272550,삼양패키징,일반기업,9.15,0.48,24759.0,4.17,14.021942148760331,0.6629889807162535,0.45
187270,신화콘텍,일반기업,4.23,0.48,7295.0,1.43,7.495482093663912,0.6019834710743802,0.4
079170,한창산업,일반기업,4.83,0.49,13030.0,3.45,12.6983608815427,0.6722727272727272,0.47
054930,유신,일반기업,2.94,0.49,49241.0,3.76,4.122823691460055,0.669159779614325,0.42
368970,오에스피,일반기업,7.67,0.5,3856.0,0.0,24.20523613963039,1.056556473829201,0.4
068290,삼성출판사,일반기업,8.17,0.5,17639.0,2.26,17.297506887052343,0.9670110192837466,0.49
001680,대상,일반기업,7.43,0.5,39464.0,4.33,9.427685950413222,0.5641597796143251,0.45
033050,제이엠아이,일반기업,7.53,0.5,1762.0,0.0,11.298112947658403,0.6375344352617079,0.43
069080,웹젠,일반기업,6.1,0.52,22756.0,2.54,7.035330578512396,0.7141184573002755,0.51
008040,사조동아원,일반기업,5.85,0.52,1921.0,1.99,49.80038567493113,0.59767217630854,0.51
293480,하나제약,일반기업,7.55,0.52,17872.0,5.5,9.339779614325069,0.7585261707988981,0.51
092300,현우산업,일반기업,6.6,0.52,5827.0,1.66,10.054456981664316,0.6783333333333333,0.4
241590,화승엔터프라이즈,일반기업,8.24,0.52,8652.0,1.0,11.327911111111112,0.8812396694214876,0.52
170030,현대공업,일반기업,6.21,0.52,10222.0,3.76,8.122658402203857,0.6994490358126721,0.47
250000,보라티알,일반기업,5.24,0.53,14224.0,3.29,6.12297520661157,0.8455234159779614,0.53
041930,동아화성,일반기업,6.11,0.53,11326.0,2.51,7.183939393939394,0.7003994490358126,0.46
017250,인터엠,일반기업,9.31,0.53,1992.0,0.0,13.52262341325811,0.6757575757575758,0.49
010470,오리콤,대기업,6.7,0.53,10668.0,4.76,9.466487603305785,0.8867079889807162,0.51
080470,성창오토텍,일반기업,5.19,0.53,7254.0,1.29,9.380716253443525,0.7039944903581267,0.47
010240,흥국,일반기업,5.48,0.53,9862.0,4.21,6.026625344352617,0.6364876033057851,0.49
111380,동인기연,일반기업,4.71,0.54,25210.0,4.57,4.616771378708552,1.043001745200698,0.52
103230,에스앤더블류,일반기업,5.64,0.54,6920.0,0.0,9.150860366713681,0.6352754820936639,0.41
101140,인바이오젠,일반기업,5.36,0.54,16007.0,0.0,5.255550935550936,0.6394628099173554,0.18
004490,세방전지,일반기업,4.64,0.54,111559.0,1.84,11.218236914600551,0.6964187327823691,0.49
155650,와이엠씨,일반기업,9.57,0.54,6459.0,2.16,6.9178650137741045,0.7383333333333333,0.47
089850,유비벨록스,일반기업,4.69,0.54,9344.0,0.0,16.425785123966943,0.8835261707988981,0.51
053450,세코닉스,일반기업,7.44,0.54,9371.0,1.0,8.554677754677755,0.779159779614325,0.51
036670,삼양케이씨아이,일반기업,4.46,0.55,11012.0,4.11,5.548870523415978,0.7316253443526171,0.52
018500,동원금속,일반기업,3.43,0.55,2844.0,3.22,3.95668044077135,0.8430165289256198,0.42
284740,쿠쿠홈시스,일반기업,4.22,0.55,42011.0,4.34,4.424407713498622,0.6462947658402204,0.53
053980,오상자이엘,일반기업,9.24,0.56,5514.0,9.63,8.667796143250689,0.9428787878787879,0.55
171120,라이온켐텍,일반기업,8.36,0.56,3728.0,4.78,12.533126721763086,0.8192148760330579,0.54
014580,태경비케이,일반기업,4.51,0.57,7802.0,3.36,6.577162534435262,0.8010330578512397,0.53
011090,에넥스,일반기업,6.32,0.57,718.0,0.0,8.534090909090908,0.8145316804407714,0.56
107590,미원홀딩스,일반기업,5.91,0.57,112416.0,1.09,10.115564738292012,0.7881542699724517,0.57
263770,유에스티,일반기업,8.51,0.57,3482.0,3.0,6.723553719008264,0.8269146005509642,0.52
054300,팬스타엔터프라이즈,일반기업,9.06,0.58,845.0,0.0,76.15983471074381,0.816198347107438,0.55
048430,유라테크,일반기업,6.37,0.59,12681.0,4.04,43.38454545454545,0.7304545454545455,0.52
224110,에이텍모빌리티,일반기업,3.96,0.59,14510.0,3.49,12.104035812672176,1.145220385674931,0.57
007310,오뚜기,일반기업,8.86,0.59,597176.0,2.54,7.885137741046832,0.7218044077134986,0.59
011320,유니크,일반기업,9.57,0.59,6448.0,1.18,17.24870523415978,0.7428650137741046,0.53
120030,조선선재,일반기업,5.94,0.6,165471.0,0.51,7.758911845730028,0.6768870523415979,0.57
208140,정다운,일반기업,6.73,0.6,4076.0,10.2,5.1834573002754825,0.7716528925619834,0.59
465770,STX그린로지스,일반기업,1.83,0.6,10564.0,0.0,26.88801724137931,1.5574137931034484,0.53
480370,씨케이솔루션,일반기업,2.4,0.6,3260.0,0.0,4.616823529411764,1.252078431372549,0.6
105630,한세실업,일반기업,7.33,0.6,18020.0,4.63,7.607052341597796,1.0452754820936638,0.5
024900,디와이덕양,일반기업,3.79,0.6,3273.0,2.54,9.019449035812672,1.4382920110192836,0.58
000220,유유제약,일반기업,8.73,0.61,6671.0,2.45,9.420355555555556,0.7604132231404959,0.61
263020,디케이앤디,일반기업,6.7,0.61,5097.0,1.61,6.643314527503526,0.6935537190082645,0.53
440290,HB인베스트먼트,일반기업,8.98,0.63,3222.0,9.85,7.139565217391304,0.756937618147448,0.53
241690,유니테크노,일반기업,8.21,0.63,5696.0,0.0,12.816666666666666,0.7282231404958678,0.51
037440,희림,일반기업,4.02,0.63,6498.0,3.65,10.221804407713499,1.1007162534435262,0.57
194370,제이에스코퍼레이션,일반기업,2.96,0.63,17356.0,4.59,3.540840220385675,0.716267217630854,0.46
006890,태경케미컬,일반기업,8.28,0.64,14451.0,1.95,11.33435261707989,0.8542286501377411,0.48
241790,티이엠씨씨엔에스,일반기업,7.59,0.65,11433.0,2.03,7.2882920110192835,0.9120661157024793,0.39
216050,인크로스,대기업,8.03,0.65,9944.0,3.74,8.409765840220386,0.977465564738292,0.64
215000,골프존,일반기업,5.81,0.65,73193.0,8.41,6.002424242424242,1.18534435261708,0.65
